DEPT,SSTVD,Z,NEU,GGKP
2757.9828,2138.3373073418,-2138.3373073418,0.2186,2.53
2758.1352,2138.48093720439,-2138.48093720439,0.2019,2.56
2758.2876,2138.62456706698,-2138.62456706698,0.198,2.55
2758.44,2138.76819692956,-2138.76819692956,0.2141,2.47
2758.5924,2138.91182679215,-2138.91182679215,0.2194,2.35
2758.7448,2139.05545665474,-2139.05545665474,0.2193,2.36
2758.8972,2139.19908651732,-2139.19908651732,0.2152,2.39
2759.0496,2139.34271637991,-2139.34271637991,0.1934,2.43
2759.202,2139.4863462425,-2139.4863462425,0.1851,2.4
2759.3544,2139.62997610508,-2139.62997610508,0.1788,2.45
2759.5068,2139.7736226878,-2139.7736226878,0.1733,2.49
2759.6592,2139.9172748439,-2139.9172748439,0.156,2.54
2759.8116,2140.06092699999,-2140.06092699999,0.1318,2.62
2759.964,2140.20457915608,-2140.20457915608,0.1275,2.63
2760.1164,2140.34823131218,-2140.34823131218,0.1365,2.56
2760.2688,2140.49188346827,-2140.49188346827,0.1714,2.52
2760.4212,2140.63553562437,-2140.63553562437,0.1925,2.51
2760.5736,2140.77918778046,-2140.77918778046,0.197,2.48
2760.726,2140.92283993656,-2140.92283993656,0.2139,2.49
2760.8784,2141.06649209265,-2141.06649209265,0.2154,2.55
2761.0308,2141.21014424875,-2141.21014424875,0.22,2.57
2761.1832,2141.35379640484,-2141.35379640484,0.2244,2.56
2761.3356,2141.49744856094,-2141.49744856094,0.2277,2.57
2761.488,2141.64110071703,-2141.64110071703,0.2274,2.59
2761.6404,2141.78475287313,-2141.78475287313,0.2313,2.59
2761.7928,2141.92840707854,-2141.92840707854,0.233,2.57
2761.9452,2142.07208146358,-2142.07208146358,0.2379,2.6
2762.0976,2142.21575584861,-2142.21575584861,0.2446,2.56
2762.25,2142.35943023365,-2142.35943023365,0.2413,2.55
2762.4024,2142.50310461868,-2142.50310461868,0.2367,2.56
2762.5548,2142.64677900371,-2142.64677900371,0.2249,2.54
2762.7072,2142.79045338875,-2142.79045338875,0.2134,2.52
2762.8596,2142.93412777378,-2142.93412777378,0.2259,2.54
2763.012,2143.07780215882,-2143.07780215882,0.2287,2.53
2763.1644,2143.22147654385,-2143.22147654385,0.2271,2.54
2763.3168,2143.36515092889,-2143.36515092889,0.221,2.54
2763.4692,2143.50882531392,-2143.50882531392,0.208,2.47
2763.6216,2143.65249969895,-2143.65249969895,0.2019,2.38
2763.774,2143.79617408399,-2143.79617408399,0.1986,2.4
2763.9264,2143.93984846902,-2143.93984846902,0.2028,2.42
2764.0788,2144.08352285406,-2144.08352285406,0.1956,2.44
2764.2312,2144.22720686692,-2144.22720686692,0.1906,2.43
2764.3836,2144.37090341631,-2144.37090341631,0.2,2.39
2764.536,2144.51459996571,-2144.51459996571,0.1952,2.37
2764.6884,2144.6582965151,-2144.6582965151,0.1804,2.4
2764.8408,2144.80199306449,-2144.80199306449,0.1917,2.45
2764.9932,2144.94568961389,-2144.94568961389,0.1994,2.46
2765.1456,2145.08938616328,-2145.08938616328,0.2001,2.51
2765.298,2145.23308271268,-2145.23308271268,0.2008,2.48
2765.4504,2145.37677926207,-2145.37677926207,0.2023,2.45
2765.6028,2145.52047581147,-2145.52047581147,0.1934,2.45
2765.7552,2145.66417236086,-2145.66417236086,0.2117,2.53
2765.9076,2145.80786891026,-2145.80786891026,0.2082,2.55
2766.06,2145.95156545965,-2145.95156545965,0.1601,2.58
2766.2124,2146.09526200905,-2146.09526200905,0.1206,2.62
2766.3648,2146.23895855844,-2146.23895855844,0.0994,2.63
2766.5172,2146.38265510784,-2146.38265510784,0.1136,2.6
2766.6696,2146.52636881936,-2146.52636881936,0.1481,2.59
2766.822,2146.67008746852,-2146.67008746852,0.1861,2.56
2766.9744,2146.81380611769,-2146.81380611769,0.2141,2.58
2767.1268,2146.95752476685,-2146.95752476685,0.2102,2.56
2767.2792,2147.10124341602,-2147.10124341602,0.2255,2.53
2767.4316,2147.24496206519,-2147.24496206519,0.2125,2.49
2767.584,2147.38868071435,-2147.38868071435,0.2329,2.53
2767.7364,2147.53239936352,-2147.53239936352,0.2358,2.5
2767.8888,2147.67611801268,-2147.67611801268,0.2201,2.51
2768.0412,2147.81983666185,-2147.81983666185,0.2142,2.56
2768.1936,2147.96355531102,-2147.96355531102,0.2232,2.55
2768.346,2148.10727396018,-2148.10727396018,0.2196,2.51
2768.4984,2148.25099260935,-2148.25099260935,0.2038,2.52
2768.6508,2148.39471125851,-2148.39471125851,0.2091,2.52
2768.8032,2148.53842990768,-2148.53842990768,0.215,2.48
2768.9556,2148.68215117388,-2148.68215117388,0.2071,2.45
2769.108,2148.82589185822,-2148.82589185822,0.1956,2.46
2769.2604,2148.96963254256,-2148.96963254256,0.2041,2.47
2769.4128,2149.1133732269,-2149.1133732269,0.2055,2.46
2769.5652,2149.25711391124,-2149.25711391124,0.2011,2.48
2769.7176,2149.40085459558,-2149.40085459558,0.2008,2.45
2769.87,2149.54459527992,-2149.54459527992,0.2198,2.42
2770.0224,2149.68833596426,-2149.68833596426,0.2421,2.46
2770.1748,2149.83207664859,-2149.83207664859,0.252,2.54
2770.3272,2149.97581733293,-2149.97581733293,0.234,2.6
2770.4796,2150.11955801727,-2150.11955801727,0.2246,2.57
2770.632,2150.26329870161,-2150.26329870161,0.2195,2.54
2770.7844,2150.40703938595,-2150.40703938595,0.2094,2.53
2770.9368,2150.55078007029,-2150.55078007029,0.2131,2.49
2771.0892,2150.69452075463,-2150.69452075463,0.2376,2.43
2771.2416,2150.83826143896,-2150.83826143896,0.2669,2.46
2771.394,2150.98201225081,-2150.98201225081,0.2534,2.51
2771.5464,2151.12577490571,-2151.12577490571,0.2259,2.51
2771.6988,2151.26953756062,-2151.26953756062,0.2118,2.42
2771.8512,2151.41330021552,-2151.41330021552,0.2111,2.43
2772.0036,2151.55706287042,-2151.55706287042,0.2073,2.51
2772.156,2151.70082552532,-2151.70082552532,0.204,2.5
2772.3084,2151.84458818023,-2151.84458818023,0.207,2.48
2772.4608,2151.98835083513,-2151.98835083513,0.2127,2.45
2772.6132,2152.13211349003,-2152.13211349003,0.2155,2.43
2772.7656,2152.27587614493,-2152.27587614493,0.2151,2.41
2772.918,2152.41963879984,-2152.41963879984,0.2101,2.44
2773.0704,2152.56340145474,-2152.56340145474,0.212,2.46
2773.2228,2152.70716410964,-2152.70716410964,0.2222,2.46
2773.3752,2152.85092676454,-2152.85092676454,0.215,2.45
2773.5276,2152.99468941945,-2152.99468941945,0.2177,2.51
2773.68,2153.13845207435,-2153.13845207435,0.2262,2.56
2773.8324,2153.28222353478,-2153.28222353478,0.2254,2.53
2773.9848,2153.4260029879,-2153.4260029879,0.2017,2.52
2774.1372,2153.5697964542,-2153.5697964542,0.2132,2.5
2774.2896,2153.7135899205,-2153.7135899205,0.2216,2.46
2774.442,2153.8573833868,-2153.8573833868,0.2146,2.48
2774.5944,2154.0011768531,-2154.0011768531,0.2166,2.46
2774.7468,2154.1449703194,-2154.1449703194,0.2207,2.44
2774.8992,2154.2887637857,-2154.2887637857,0.2266,2.38
2775.0516,2154.432557252,-2154.432557252,0.2292,2.33
2775.204,2154.5763507183,-2154.5763507183,0.2263,2.32
2775.3564,2154.7201441846,-2154.7201441846,0.2344,2.36
2775.5088,2154.8639376509,-2154.8639376509,0.2326,2.37
2775.6612,2155.0077311172,-2155.0077311172,0.2297,2.33
2775.8136,2155.1515245835,-2155.1515245835,0.2187,2.35
2775.966,2155.2953180498,-2155.2953180498,0.2241,2.36
2776.1184,2155.4391115161,-2155.4391115161,0.2251,2.33
2776.2708,2155.5829049824,-2155.5829049824,0.2319,2.33
2776.4232,2155.7267272361,-2155.7267272361,0.226,2.33
2776.5756,2155.87056033384,-2155.87056033384,0.216,2.33
2776.728,2156.01439343157,-2156.01439343157,0.2205,2.32
2776.8804,2156.1582265293,-2156.1582265293,0.2292,2.31
2777.0328,2156.30205962704,-2156.30205962704,0.2327,2.31
2777.1852,2156.44589272477,-2156.44589272477,0.2354,2.32
2777.3376,2156.58972582251,-2156.58972582251,0.2222,2.32
2777.49,2156.73355892024,-2156.73355892024,0.2162,2.31
2777.6424,2156.87739201797,-2156.87739201797,0.2298,2.32
2777.7948,2157.02122511571,-2157.02122511571,0.2288,2.34
2777.9472,2157.16505821344,-2157.16505821344,0.2274,2.35
2778.0996,2157.30889131117,-2157.30889131117,0.2318,2.33
2778.252,2157.45272440891,-2157.45272440891,0.2279,2.37
2778.4044,2157.59655750664,-2157.59655750664,0.2182,2.54
2778.5568,2157.74039060438,-2157.74039060438,0.2051,2.58
2778.7092,2157.88422998007,-2157.88422998007,0.196,2.57
2778.8616,2158.02810261341,-2158.02810261341,0.1974,2.58
2779.014,2158.17197524675,-2158.17197524675,0.2245,2.58
2779.1664,2158.31584788008,-2158.31584788008,0.2423,2.58
