DEPT,SSTVD,Z,NEU,GGKP
2333.7036,2123.51460068498,-2123.51460068498,0.226,2.53
2333.856,2123.6661700262,-2123.6661700262,0.2243,2.46
2334.0084,2123.81773936742,-2123.81773936742,0.212,2.39
2334.1608,2123.96930870864,-2123.96930870864,0.2098,2.35
2334.3132,2124.12087804986,-2124.12087804986,0.1979,2.33
2334.4656,2124.27244739108,-2124.27244739108,0.1972,2.32
2334.618,2124.42401673231,-2124.42401673231,0.1916,2.33
2334.7704,2124.57558607353,-2124.57558607353,0.2058,2.35
2334.9228,2124.72715541475,-2124.72715541475,0.2092,2.37
2335.0752,2124.87872475597,-2124.87872475597,0.2206,2.37
2335.2276,2125.03029409719,-2125.03029409719,0.2212,2.36
2335.38,2125.18186343841,-2125.18186343841,0.2233,2.36
2335.5324,2125.33343277963,-2125.33343277963,0.2109,2.36
2335.6848,2125.48500212085,-2125.48500212085,0.2022,2.36
2335.8372,2125.63657146207,-2125.63657146207,0.1935,2.36
2335.9896,2125.78814080329,-2125.78814080329,0.1951,2.36
2336.142,2125.93971145369,-2125.93971145369,0.2025,2.36
2336.2944,2126.09128356601,-2126.09128356601,0.206,2.36
2336.4468,2126.24285567833,-2126.24285567833,0.1991,2.35
2336.5992,2126.39442779065,-2126.39442779065,0.2,2.35
2336.7516,2126.54599990297,-2126.54599990297,0.2017,2.35
2336.904,2126.69757201529,-2126.69757201529,0.2126,2.36
2337.0564,2126.84914412761,-2126.84914412761,0.2235,2.37
2337.2088,2127.00071623993,-2127.00071623993,0.2309,2.38
2337.3612,2127.15228835226,-2127.15228835226,0.2278,2.38
2337.5136,2127.30386046458,-2127.30386046458,0.2076,2.37
2337.666,2127.4554325769,-2127.4554325769,0.1809,2.35
2337.8184,2127.60700468922,-2127.60700468922,0.1749,2.34
2337.9708,2127.75857680154,-2127.75857680154,0.1758,2.33
2338.1232,2127.91014891386,-2127.91014891386,0.1941,2.34
2338.2756,2128.06172102618,-2128.06172102618,0.2,2.35
2338.428,2128.2132931385,-2128.2132931385,0.1889,2.35
2338.5804,2128.36486525082,-2128.36486525082,0.1832,2.35
2338.7328,2128.51643736314,-2128.51643736314,0.189,2.36
2338.8852,2128.66800947546,-2128.66800947546,0.1961,2.36
2339.0376,2128.81958158778,-2128.81958158778,0.1956,2.36
2339.19,2128.97115433429,-2128.97115433429,0.2051,2.36
2339.3424,2129.12272920809,-2129.12272920809,0.2095,2.34
2339.4948,2129.27430408188,-2129.27430408188,0.2182,2.33
2339.6472,2129.42587895567,-2129.42587895567,0.2049,2.33
2339.7996,2129.57745382946,-2129.57745382946,0.198,2.35
2339.952,2129.72902870325,-2129.72902870325,0.1968,2.38
2340.1044,2129.88060357705,-2129.88060357705,0.1977,2.39
2340.2568,2130.03217845084,-2130.03217845084,0.1939,2.4
2340.4092,2130.18375332463,-2130.18375332463,0.1881,2.41
2340.5616,2130.33532819842,-2130.33532819842,0.1863,2.42
2340.714,2130.48690307221,-2130.48690307221,0.1843,2.45
2340.8664,2130.638477946,-2130.638477946,0.1679,2.5
2341.0188,2130.7900528198,-2130.7900528198,0.1304,2.56
2341.1712,2130.94162769359,-2130.94162769359,0.0908,2.61
2341.3236,2131.09320256738,-2131.09320256738,0.0636,2.65
2341.476,2131.24477744117,-2131.24477744117,0.0457,2.67
2341.6284,2131.39635231497,-2131.39635231497,0.0441,2.67
2341.7808,2131.54792718876,-2131.54792718876,0.051,2.66
2341.9332,2131.69950206255,-2131.69950206255,0.0682,2.64
2342.0856,2131.85107693634,-2131.85107693634,0.0892,2.61
2342.238,2132.00265181013,-2132.00265181013,0.1114,2.58
2342.3904,2132.15422939965,-2132.15422939965,0.138,2.51
2342.5428,2132.30580702529,-2132.30580702529,0.1682,2.42
2342.6952,2132.45738465092,-2132.45738465092,0.2012,2.35
2342.8476,2132.60896227656,-2132.60896227656,0.2225,2.34
2343.0,2132.76053990219,-2132.76053990219,0.2211,2.35
2343.1524,2132.91211752783,-2132.91211752783,0.2156,2.38
2343.3048,2133.06369515346,-2133.06369515346,0.204,2.42
2343.4572,2133.2152727791,-2133.2152727791,0.1788,2.45
2343.6096,2133.36685040473,-2133.36685040473,0.1595,2.46
2343.762,2133.51842803037,-2133.51842803037,0.1507,2.44
2343.9144,2133.670005656,-2133.670005656,0.1728,2.4
2344.0668,2133.82158328164,-2133.82158328164,0.1966,2.37
2344.2192,2133.97316090727,-2133.97316090727,0.2163,2.36
2344.3716,2134.12473853291,-2134.12473853291,0.2225,2.35
2344.524,2134.27631615854,-2134.27631615854,0.2078,2.34
2344.6764,2134.42789378418,-2134.42789378418,0.2021,2.34
2344.8288,2134.57947140982,-2134.57947140982,0.2019,2.37
2344.9812,2134.73104903545,-2134.73104903545,0.1886,2.41
2345.1336,2134.88262666109,-2134.88262666109,0.1507,2.47
2345.286,2135.03420428672,-2135.03420428672,0.1319,2.5
2345.4384,2135.18578395282,-2135.18578395282,0.1455,2.51
2345.5908,2135.33736432067,-2135.33736432067,0.1849,2.51
2345.7432,2135.48894468852,-2135.48894468852,0.2211,2.52
2345.8956,2135.64052505637,-2135.64052505637,0.2506,2.53
2346.048,2135.79210542422,-2135.79210542422,0.2601,2.54
2346.2004,2135.94368579207,-2135.94368579207,0.2538,2.53
2346.3528,2136.09526615992,-2136.09526615992,0.243,2.53
2346.5052,2136.24684652777,-2136.24684652777,0.2384,2.52
2346.6576,2136.39842689562,-2136.39842689562,0.2318,2.51
2346.81,2136.55000726347,-2136.55000726347,0.2291,2.46
2346.9624,2136.70158763132,-2136.70158763132,0.2309,2.4
2347.1148,2136.85316799917,-2136.85316799917,0.2294,2.37
2347.2672,2137.00474836702,-2137.00474836702,0.2219,2.37
2347.4196,2137.15632873487,-2137.15632873487,0.2011,2.37
2347.572,2137.30790910272,-2137.30790910272,0.1943,2.36
2347.7244,2137.45948947057,-2137.45948947057,0.1975,2.35
2347.8768,2137.61106983842,-2137.61106983842,0.2016,2.35
2348.0292,2137.76265020627,-2137.76265020627,0.2063,2.37
2348.1816,2137.91423057412,-2137.91423057412,0.2146,2.38
2348.334,2138.06581094197,-2138.06581094197,0.1886,2.41
2348.4864,2138.21739783271,-2138.21739783271,0.1637,2.46
2348.6388,2138.3689912122,-2138.3689912122,0.1504,2.49
2348.7912,2138.52058459168,-2138.52058459168,0.1638,2.52
2348.9436,2138.67217797117,-2138.67217797117,0.1946,2.55
2349.096,2138.82377135065,-2138.82377135065,0.2187,2.57
2349.2484,2138.97536473014,-2138.97536473014,0.2325,2.59
2349.4008,2139.12695810963,-2139.12695810963,0.2379,2.59
2349.5532,2139.27855148911,-2139.27855148911,0.2501,2.59
2349.7056,2139.4301448686,-2139.4301448686,0.2503,2.58
2349.858,2139.58173824808,-2139.58173824808,0.2426,2.56
