DEPT,SSTVD,Z,NEU,GGKP
2735.2752,2158.79987852756,-2158.79987852756,0.2593,2.56
2735.4276,2158.94102931307,-2158.94102931307,0.2599,2.57
2735.58,2159.08218009859,-2159.08218009859,0.2522,2.58
2735.7324,2159.22333088411,-2159.22333088411,0.246,2.57
2735.8848,2159.36448166963,-2159.36448166963,0.2535,2.55
2736.0372,2159.50563245514,-2159.50563245514,0.2692,2.51
2736.1896,2159.64678324066,-2159.64678324066,0.2687,2.45
2736.342,2159.78793402618,-2159.78793402618,0.2506,2.42
2736.4944,2159.9290848117,-2159.9290848117,0.2344,2.41
2736.6468,2160.07023559722,-2160.07023559722,0.2287,2.4
2736.7992,2160.21138638273,-2160.21138638273,0.2327,2.37
2736.9516,2160.35253716825,-2160.35253716825,0.233,2.38
2737.104,2160.49368795377,-2160.49368795377,0.228,2.38
2737.2564,2160.63483873929,-2160.63483873929,0.2268,2.38
2737.4088,2160.7759895248,-2160.7759895248,0.2279,2.37
2737.5612,2160.91714142181,-2160.91714142181,0.2327,2.39
2737.7136,2161.05843336613,-2161.05843336613,0.2372,2.42
2737.866,2161.19972531045,-2161.19972531045,0.2395,2.42
2738.0184,2161.34101725477,-2161.34101725477,0.2432,2.39
2738.1708,2161.48230919909,-2161.48230919909,0.2338,2.38
2738.3232,2161.62360114341,-2161.62360114341,0.219,2.39
2738.4756,2161.76489308773,-2161.76489308773,0.2149,2.38
2738.628,2161.90618503204,-2161.90618503204,0.2144,2.37
2738.7804,2162.04747697636,-2162.04747697636,0.2103,2.41
2738.9328,2162.18876892068,-2162.18876892068,0.2014,2.39
2739.0852,2162.330060865,-2162.330060865,0.1958,2.37
2739.2376,2162.47135280932,-2162.47135280932,0.202,2.38
2739.39,2162.61264475364,-2162.61264475364,0.2079,2.4
2739.5424,2162.75393669796,-2162.75393669796,0.2115,2.38
2739.6948,2162.89522864228,-2162.89522864228,0.2125,2.37
2739.8472,2163.0365205866,-2163.0365205866,0.2031,2.37
2739.9996,2163.17781253092,-2163.17781253092,0.1931,2.38
2740.152,2163.31910447524,-2163.31910447524,0.1932,2.4
2740.3044,2163.46039641956,-2163.46039641956,0.1995,2.41
2740.4568,2163.60168836388,-2163.60168836388,0.2043,2.4
2740.6092,2163.7429803082,-2163.7429803082,0.2028,2.36
2740.7616,2163.88427225252,-2163.88427225252,0.1937,2.37
2740.914,2164.02556419684,-2164.02556419684,0.1801,2.42
2741.0664,2164.16685614116,-2164.16685614116,0.1678,2.48
2741.2188,2164.30814808548,-2164.30814808548,0.1612,2.5
2741.3712,2164.4494400298,-2164.4494400298,0.1595,2.49
2741.5236,2164.59073197412,-2164.59073197412,0.1526,2.49
2741.676,2164.73202391844,-2164.73202391844,0.1374,2.51
2741.8284,2164.87331586276,-2164.87331586276,0.1209,2.55
2741.9808,2165.01460780708,-2165.01460780708,0.1081,2.58
2742.1332,2165.1558997514,-2165.1558997514,0.0999,2.56
2742.2856,2165.29719169571,-2165.29719169571,0.0931,2.55
2742.438,2165.43848364003,-2165.43848364003,0.0867,2.56
2742.5904,2165.57977558435,-2165.57977558435,0.0828,2.55
2742.7428,2165.72106752867,-2165.72106752867,0.0882,2.57
2742.8952,2165.86235947299,-2165.86235947299,0.1008,2.56
2743.0476,2166.00365141731,-2166.00365141731,0.1157,2.54
2743.2,2166.14494336163,-2166.14494336163,0.1262,2.55
2743.3524,2166.28623530595,-2166.28623530595,0.1317,2.57
2743.5048,2166.42752725027,-2166.42752725027,0.1405,2.56
2743.6572,2166.56883050629,-2166.56883050629,0.1601,2.53
2743.8096,2166.71023972294,-2166.71023972294,0.186,2.49
2743.962,2166.85164893958,-2166.85164893958,0.2047,2.49
2744.1144,2166.99305815623,-2166.99305815623,0.2073,2.47
2744.2668,2167.13446737288,-2167.13446737288,0.202,2.44
2744.4192,2167.27587658953,-2167.27587658953,0.2001,2.4
2744.5716,2167.41728580617,-2167.41728580617,0.2011,2.4
2744.724,2167.55869502282,-2167.55869502282,0.2072,2.42
2744.8764,2167.70010423946,-2167.70010423946,0.214,2.42
2745.0288,2167.84151345611,-2167.84151345611,0.2109,2.41
2745.1812,2167.98292267276,-2167.98292267276,0.2052,2.41
2745.3336,2168.1243318894,-2168.1243318894,0.2053,2.41
2745.486,2168.26574110605,-2168.26574110605,0.2068,2.39
2745.6384,2168.4071503227,-2168.4071503227,0.2013,2.37
2745.7908,2168.54855953934,-2168.54855953934,0.1947,2.39
2745.9432,2168.68996875599,-2168.68996875599,0.1985,2.4
2746.0956,2168.83137797264,-2168.83137797264,0.2081,2.39
2746.248,2168.97278718928,-2168.97278718928,0.2109,2.38
2746.4004,2169.11419640593,-2169.11419640593,0.2064,2.39
2746.5528,2169.25560562258,-2169.25560562258,0.2016,2.39
2746.7052,2169.39701483922,-2169.39701483922,0.1986,2.39
2746.8576,2169.53842405587,-2169.53842405587,0.1942,2.39
2747.01,2169.67983327252,-2169.67983327252,0.1892,2.39
2747.1624,2169.82124248916,-2169.82124248916,0.1879,2.39
2747.3148,2169.96265170581,-2169.96265170581,0.188,2.41
2747.4672,2170.10406092246,-2170.10406092246,0.1865,2.41
2747.6196,2170.2454701391,-2170.2454701391,0.1872,2.38
2747.772,2170.38687935575,-2170.38687935575,0.1885,2.4
2747.9244,2170.5282885724,-2170.5282885724,0.1944,2.36
2748.0768,2170.66969778904,-2170.66969778904,0.2025,2.33
2748.2292,2170.81110700569,-2170.81110700569,0.2027,2.33
2748.3816,2170.95251622234,-2170.95251622234,0.2007,2.36
2748.534,2171.09392543898,-2171.09392543898,0.1987,2.36
2748.6864,2171.23533465563,-2171.23533465563,0.195,2.34
2748.8388,2171.37674387227,-2171.37674387227,0.1956,2.32
2748.9912,2171.51815308892,-2171.51815308892,0.2053,2.32
2749.1436,2171.65956230557,-2171.65956230557,0.2081,2.37
2749.296,2171.80097152222,-2171.80097152222,0.199,2.36
2749.4484,2171.94238073886,-2171.94238073886,0.1912,2.33
2749.6008,2172.08378995551,-2172.08378995551,0.1898,2.34
2749.7532,2172.22522068174,-2172.22522068174,0.192,2.33
2749.9056,2172.36674614165,-2172.36674614165,0.1916,2.35
2750.058,2172.50827160157,-2172.50827160157,0.191,2.38
2750.2104,2172.64979706148,-2172.64979706148,0.2,2.41
2750.3628,2172.7913225214,-2172.7913225214,0.2075,2.45
2750.5152,2172.93284798131,-2172.93284798131,0.2088,2.45
2750.6676,2173.07437344123,-2173.07437344123,0.2137,2.46
2750.82,2173.21589890114,-2173.21589890114,0.2214,2.48
2750.9724,2173.35742436106,-2173.35742436106,0.2177,2.45
2751.1248,2173.49894982097,-2173.49894982097,0.2132,2.38
2751.2772,2173.64047528089,-2173.64047528089,0.2226,2.38
2751.4296,2173.7820007408,-2173.7820007408,0.2352,2.42
2751.582,2173.92352620072,-2173.92352620072,0.2351,2.39
2751.7344,2174.06505166063,-2174.06505166063,0.2304,2.47
2751.8868,2174.20657712055,-2174.20657712055,0.2345,2.49
2752.0392,2174.34810258046,-2174.34810258046,0.2454,2.47
2752.1916,2174.48962804038,-2174.48962804038,0.2519,2.51
2752.344,2174.63115350029,-2174.63115350029,0.2443,2.49
2752.4964,2174.77267896021,-2174.77267896021,0.2324,2.5
2752.6488,2174.91420442012,-2174.91420442012,0.2339,2.53
2752.8012,2175.05572988003,-2175.05572988003,0.2455,2.56
2752.9536,2175.19725533995,-2175.19725533995,0.2429,2.51
2753.106,2175.33878079986,-2175.33878079986,0.2318,2.5
