DEPT,SSTVD,Z,NEU,GGKP
2215.9564,2133.19044385433,-2133.19044385433,0.222,2.5
2216.1088,2133.3428399508,-2133.3428399508,0.2174,2.5
2216.2612,2133.49523604728,-2133.49523604728,0.2147,2.52
2216.4136,2133.64763214375,-2133.64763214375,0.2163,2.54
2216.566,2133.80002824023,-2133.80002824023,0.2178,2.55
2216.7184,2133.9524243367,-2133.9524243367,0.2137,2.56
2216.8708,2134.10482043318,-2134.10482043318,0.2046,2.54
2217.0232,2134.25721652965,-2134.25721652965,0.2008,2.52
2217.1756,2134.40961260119,-2134.40961260119,0.2049,2.5
2217.328,2134.5620085624,-2134.5620085624,0.2104,2.48
2217.4804,2134.71440452361,-2134.71440452361,0.2141,2.48
2217.6328,2134.86680048482,-2134.86680048482,0.2136,2.49
2217.7852,2135.01919644604,-2135.01919644604,0.2101,2.5
2217.9376,2135.17159240725,-2135.17159240725,0.2083,2.5
2218.09,2135.32398836846,-2135.32398836846,0.21,2.48
2218.2424,2135.47638432967,-2135.47638432967,0.2131,2.45
2218.3948,2135.62878029089,-2135.62878029089,0.2163,2.42
2218.5472,2135.7811762521,-2135.7811762521,0.2185,2.41
2218.6996,2135.93357221331,-2135.93357221331,0.2192,2.41
2218.852,2136.08596817452,-2136.08596817452,0.2205,2.43
2219.0044,2136.23836413574,-2136.23836413574,0.2259,2.47
2219.1568,2136.39076009695,-2136.39076009695,0.2369,2.5
2219.3092,2136.54315605816,-2136.54315605816,0.25,2.53
2219.4616,2136.69555201937,-2136.69555201937,0.2576,2.52
2219.614,2136.84794798059,-2136.84794798059,0.2494,2.51
2219.7664,2137.0003439418,-2137.0003439418,0.2316,2.47
2219.9188,2137.15273990301,-2137.15273990301,0.2171,2.44
2220.0712,2137.30513586422,-2137.30513586422,0.207,2.44
2220.2236,2137.45753182544,-2137.45753182544,0.2,2.47
2220.376,2137.60992778665,-2137.60992778665,0.1968,2.5
2220.5284,2137.76232374786,-2137.76232374786,0.1962,2.52
2220.6808,2137.91471970907,-2137.91471970907,0.1931,2.53
2220.8332,2138.06711567029,-2138.06711567029,0.1845,2.53
2220.9856,2138.2195116315,-2138.2195116315,0.1705,2.53
2221.138,2138.37190759271,-2138.37190759271,0.1679,2.54
2221.2904,2138.52430355392,-2138.52430355392,0.1825,2.54
2221.4428,2138.67669951514,-2138.67669951514,0.1974,2.55
2221.5952,2138.82909547635,-2138.82909547635,0.2024,2.54
2221.7476,2138.98149143756,-2138.98149143756,0.1965,2.53
2221.9,2139.13388729242,-2139.13388729242,0.1869,2.51
2222.0524,2139.28628311114,-2139.28628311114,0.1873,2.5
2222.2048,2139.43867892987,-2139.43867892987,0.2015,2.51
2222.3572,2139.59107474859,-2139.59107474859,0.2192,2.53
2222.5096,2139.74347056732,-2139.74347056732,0.223,2.54
2222.662,2139.89586638604,-2139.89586638604,0.2151,2.55
2222.8144,2140.04826220476,-2140.04826220476,0.2099,2.56
2222.9668,2140.20065802349,-2140.20065802349,0.2106,2.56
2223.1192,2140.35305384221,-2140.35305384221,0.2191,2.54
2223.2716,2140.50544966094,-2140.50544966094,0.2215,2.52
2223.424,2140.65784547966,-2140.65784547966,0.2183,2.49
2223.5764,2140.81024129838,-2140.81024129838,0.2212,2.49
2223.7288,2140.96263711711,-2140.96263711711,0.225,2.52
2223.8812,2141.11503293583,-2141.11503293583,0.2237,2.54
2224.0336,2141.26742875455,-2141.26742875455,0.2129,2.54
2224.186,2141.41982457328,-2141.41982457328,0.1946,2.51
2224.3384,2141.572220392,-2141.572220392,0.1753,2.47
2224.4908,2141.72461621073,-2141.72461621073,0.1632,2.45
2224.6432,2141.87701202945,-2141.87701202945,0.1666,2.45
2224.7956,2142.02940784817,-2142.02940784817,0.1804,2.48
2224.948,2142.1818036669,-2142.1818036669,0.1928,2.52
2225.1004,2142.33419948562,-2142.33419948562,0.2001,2.55
2225.2528,2142.48659530434,-2142.48659530434,0.2008,2.55
2225.4052,2142.63899112307,-2142.63899112307,0.2002,2.54
2225.5576,2142.79138694179,-2142.79138694179,0.2014,2.52
2225.71,2142.94378276052,-2142.94378276052,0.2012,2.53
2225.8624,2143.09617857924,-2143.09617857924,0.1983,2.55
2226.0148,2143.24857439796,-2143.24857439796,0.1938,2.56
2226.1672,2143.40097021669,-2143.40097021669,0.192,2.56
2226.3196,2143.55336603541,-2143.55336603541,0.1949,2.56
2226.472,2143.70576180796,-2143.70576180796,0.1999,2.55
2226.6244,2143.85815747697,-2143.85815747697,0.2032,2.55
2226.7768,2144.01055314598,-2144.01055314598,0.2002,2.55
2226.9292,2144.16294881499,-2144.16294881499,0.1979,2.54
2227.0816,2144.315344484,-2144.315344484,0.2032,2.52
2227.234,2144.46774015301,-2144.46774015301,0.2114,2.51
2227.3864,2144.62013582202,-2144.62013582202,0.2131,2.51
2227.5388,2144.77253149103,-2144.77253149103,0.2067,2.51
2227.6912,2144.92492716003,-2144.92492716003,0.1997,2.5
2227.8436,2145.07732282904,-2145.07732282904,0.199,2.5
2227.996,2145.22971849805,-2145.22971849805,0.2098,2.51
2228.1484,2145.38211416706,-2145.38211416706,0.2228,2.53
2228.3008,2145.53450983607,-2145.53450983607,0.228,2.55
2228.4532,2145.68690550508,-2145.68690550508,0.2277,2.56
2228.6056,2145.83930117409,-2145.83930117409,0.2249,2.56
2228.758,2145.9916968431,-2145.9916968431,0.2228,2.56
2228.9104,2146.14409251211,-2146.14409251211,0.2221,2.56
2229.0628,2146.29648818111,-2146.29648818111,0.2184,2.56
2229.2152,2146.44888385012,-2146.44888385012,0.2093,2.54
2229.3676,2146.60127951913,-2146.60127951913,0.1993,2.53
2229.52,2146.75367518814,-2146.75367518814,0.1934,2.52
2229.6724,2146.90607085715,-2146.90607085715,0.19,2.51
2229.8248,2147.05846652616,-2147.05846652616,0.1875,2.48
2229.9772,2147.21086219517,-2147.21086219517,0.1875,2.44
2230.1296,2147.36325786418,-2147.36325786418,0.1872,2.39
2230.282,2147.51565353318,-2147.51565353318,0.1861,2.37
2230.4344,2147.66804920219,-2147.66804920219,0.1874,2.36
2230.5868,2147.8204448712,-2147.8204448712,0.1915,2.36
2230.7392,2147.97284054021,-2147.97284054021,0.1962,2.35
2230.8916,2148.12523620922,-2148.12523620922,0.2001,2.35
2231.044,2148.27763187823,-2148.27763187823,0.203,2.36
2231.1964,2148.43002741063,-2148.43002741063,0.2042,2.37
2231.3488,2148.5824229227,-2148.5824229227,0.2036,2.42
2231.5012,2148.73481843477,-2148.73481843477,0.2042,2.49
2231.6536,2148.88721394684,-2148.88721394684,0.2048,2.54
2231.806,2149.0396094589,-2149.0396094589,0.2034,2.57
2231.9584,2149.19200497097,-2149.19200497097,0.2016,2.56
2232.1108,2149.34440048304,-2149.34440048304,0.2003,2.55
2232.2632,2149.49679599511,-2149.49679599511,0.1965,2.53
2232.4156,2149.64919150717,-2149.64919150717,0.1907,2.51
2232.568,2149.80158701924,-2149.80158701924,0.1874,2.51
2232.7204,2149.95398253131,-2149.95398253131,0.1887,2.53
2232.8728,2150.10637804338,-2150.10637804338,0.1954,2.55
2233.0252,2150.25877355544,-2150.25877355544,0.2042,2.56
2233.1776,2150.41116906751,-2150.41116906751,0.2119,2.57
2233.33,2150.56356457958,-2150.56356457958,0.2155,2.57
2233.4824,2150.71596009165,-2150.71596009165,0.2116,2.56
2233.6348,2150.86835560371,-2150.86835560371,0.207,2.55
2233.7872,2151.02075111578,-2151.02075111578,0.2052,2.54
2233.9396,2151.17314662785,-2151.17314662785,0.2073,2.5
2234.092,2151.32554213992,-2151.32554213992,0.2145,2.45
2234.2444,2151.47793765198,-2151.47793765198,0.2221,2.42
2234.3968,2151.63033316405,-2151.63033316405,0.2213,2.41
2234.5492,2151.78272867612,-2151.78272867612,0.2209,2.37
2234.7016,2151.93512418818,-2151.93512418818,0.2349,2.28
2234.854,2152.08751970025,-2152.08751970025,0.2639,2.13
2235.0064,2152.23991521232,-2152.23991521232,0.3042,2.06
2235.1588,2152.39231072439,-2152.39231072439,0.3213,2.1
2235.3112,2152.54470623645,-2152.54470623645,0.3062,2.23
2235.4636,2152.69710174852,-2152.69710174852,0.2816,2.4
