DEPT,SSTVD,Z,GGKP
3454.4508,2134.44379970293,-2134.44379970293,2.38
3454.6032,2134.5380676317,-2134.5380676317,2.4
3454.7556,2134.63233556047,-2134.63233556047,2.42
3454.908,2134.72660348924,-2134.72660348924,2.42
3455.0604,2134.82087141801,-2134.82087141801,2.45
3455.2128,2134.91513934678,-2134.91513934678,2.51
3455.3652,2135.00943633713,-2135.00943633713,2.58
3455.5176,2135.10377490361,-2135.10377490361,2.61
3455.67,2135.1981134701,-2135.1981134701,2.59
3455.8224,2135.29245203658,-2135.29245203658,2.53
3455.9748,2135.38679060307,-2135.38679060307,2.47
3456.1272,2135.48112916955,-2135.48112916955,2.42
3456.2796,2135.57546773604,-2135.57546773604,2.39
3456.432,2135.66980630252,-2135.66980630252,2.38
3456.5844,2135.764144869,-2135.764144869,2.39
3456.7368,2135.85848343549,-2135.85848343549,2.42
3456.8892,2135.95282200197,-2135.95282200197,2.43
3457.0416,2136.04716056846,-2136.04716056846,2.43
3457.194,2136.14149913494,-2136.14149913494,2.41
3457.3464,2136.23583770143,-2136.23583770143,2.4
3457.4988,2136.33017626791,-2136.33017626791,2.4
3457.6512,2136.42451483439,-2136.42451483439,2.39
3457.8036,2136.51885340088,-2136.51885340088,2.4
3457.956,2136.61319196736,-2136.61319196736,2.4
3458.1084,2136.70753053385,-2136.70753053385,2.4
3458.2608,2136.80186910033,-2136.80186910033,2.38
3458.4132,2136.8962189848,-2136.8962189848,2.38
3458.5656,2136.99062809774,-2136.99062809774,2.39
3458.718,2137.08503721069,-2137.08503721069,2.39
3458.8704,2137.17944632363,-2137.17944632363,2.37
3459.0228,2137.27385543657,-2137.27385543657,2.36
3459.1752,2137.36826454952,-2137.36826454952,2.39
3459.3276,2137.46267366246,-2137.46267366246,2.41
3459.48,2137.5570827754,-2137.5570827754,2.41
3459.6324,2137.65149188834,-2137.65149188834,2.42
3459.7848,2137.74590100129,-2137.74590100129,2.42
3459.9372,2137.84031011423,-2137.84031011423,2.42
3460.0896,2137.93471922717,-2137.93471922717,2.43
3460.242,2138.02912834012,-2138.02912834012,2.47
3460.3944,2138.12353745306,-2138.12353745306,2.5
3460.5468,2138.217946566,-2138.217946566,2.5
3460.6992,2138.31235567894,-2138.31235567894,2.48
3460.8516,2138.40676479189,-2138.40676479189,2.47
3461.004,2138.50117390483,-2138.50117390483,2.46
3461.1564,2138.59558301777,-2138.59558301777,2.43
3461.3088,2138.68999213071,-2138.68999213071,2.4
3461.4612,2138.78440124366,-2138.78440124366,2.4
3461.6136,2138.87887443194,-2138.87887443194,2.4
3461.766,2138.97335400002,-2138.97335400002,2.4
3461.9184,2139.06783356809,-2139.06783356809,2.39
3462.0708,2139.16231313617,-2139.16231313617,2.38
3462.2232,2139.25679270424,-2139.25679270424,2.39
3462.3756,2139.35127227232,-2139.35127227232,2.39
3462.528,2139.4457518404,-2139.4457518404,2.39
3462.6804,2139.54023140847,-2139.54023140847,2.39
3462.8328,2139.63471097655,-2139.63471097655,2.38
3462.9852,2139.72919054463,-2139.72919054463,2.4
3463.1376,2139.8236701127,-2139.8236701127,2.39
3463.29,2139.91814968078,-2139.91814968078,2.37
3463.4424,2140.01262924885,-2140.01262924885,2.36
3463.5948,2140.10710881693,-2140.10710881693,2.37
3463.7472,2140.20158838501,-2140.20158838501,2.39
3463.8996,2140.29606795308,-2140.29606795308,2.4
3464.052,2140.39054752116,-2140.39054752116,2.39
3464.2044,2140.48502708924,-2140.48502708924,2.4
3464.3568,2140.57950665731,-2140.57950665731,2.39
3464.5092,2140.67398622539,-2140.67398622539,2.36
3464.6616,2140.7685121255,-2140.7685121255,2.38
3464.814,2140.86306205731,-2140.86306205731,2.42
3464.9664,2140.95761198913,-2140.95761198913,2.46
3465.1188,2141.05216192095,-2141.05216192095,2.46
3465.2712,2141.14671185276,-2141.14671185276,2.42
3465.4236,2141.24126178458,-2141.24126178458,2.39
3465.576,2141.3358117164,-2141.3358117164,2.39
3465.7284,2141.43036164821,-2141.43036164821,2.41
3465.8808,2141.52491158003,-2141.52491158003,2.43
3466.0332,2141.61946151185,-2141.61946151185,2.43
3466.1856,2141.71401144366,-2141.71401144366,2.42
3466.338,2141.80856137548,-2141.80856137548,2.41
3466.4904,2141.9031113073,-2141.9031113073,2.4
3466.6428,2141.99766123911,-2141.99766123911,2.4
3466.7952,2142.09221117093,-2142.09221117093,2.41
3466.9476,2142.18676110275,-2142.18676110275,2.43
3467.1,2142.28131103456,-2142.28131103456,2.46
3467.2524,2142.37586096638,-2142.37586096638,2.48
3467.4048,2142.4704108982,-2142.4704108982,2.51
3467.5572,2142.56496083001,-2142.56496083001,2.51
3467.7096,2142.6595393964,-2142.6595393964,2.51
3467.862,2142.7541596005,-2142.7541596005,2.49
3468.0144,2142.84877980459,-2142.84877980459,2.46
3468.1668,2142.94340000869,-2142.94340000869,2.45
3468.3192,2143.03802021278,-2143.03802021278,2.51
3468.4716,2143.13264041688,-2143.13264041688,2.59
3468.624,2143.22726062098,-2143.22726062098,2.65
3468.7764,2143.32188082507,-2143.32188082507,2.67
3468.9288,2143.41650102917,-2143.41650102917,2.68
3469.0812,2143.51112123326,-2143.51112123326,2.69
3469.2336,2143.60574143736,-2143.60574143736,2.68
3469.386,2143.70036164146,-2143.70036164146,2.67
3469.5384,2143.79498184555,-2143.79498184555,2.67
3469.6908,2143.88960204965,-2143.88960204965,2.62
3469.8432,2143.98422225374,-2143.98422225374,2.53
3469.9956,2144.07884245784,-2144.07884245784,2.45
3470.148,2144.17346266193,-2144.17346266193,2.41
3470.3004,2144.26808286603,-2144.26808286603,2.37
3470.4528,2144.36270307013,-2144.36270307013,2.34
3470.6052,2144.45732327422,-2144.45732327422,2.35
3470.7576,2144.55195446133,-2144.55195446133,2.36
3470.91,2144.64664484618,-2144.64664484618,2.37
3471.0624,2144.74133523102,-2144.74133523102,2.36
3471.2148,2144.83602561587,-2144.83602561587,2.35
3471.3672,2144.93071600071,-2144.93071600071,2.35
3471.5196,2145.02540638556,-2145.02540638556,2.36
3471.672,2145.1200967704,-2145.1200967704,2.38
3471.8244,2145.21478715525,-2145.21478715525,2.38
3471.9768,2145.30947754009,-2145.30947754009,2.38
3472.1292,2145.40416792494,-2145.40416792494,2.38
3472.2816,2145.49885830979,-2145.49885830979,2.38
3472.434,2145.59354869463,-2145.59354869463,2.37
3472.5864,2145.68823907948,-2145.68823907948,2.37
3472.7388,2145.78292946432,-2145.78292946432,2.37
3472.8912,2145.87761984917,-2145.87761984917,2.36
3473.0436,2145.97231023401,-2145.97231023401,2.37
3473.196,2146.06700061886,-2146.06700061886,2.39
3473.3484,2146.16169100371,-2146.16169100371,2.4
3473.5008,2146.25638138855,-2146.25638138855,2.39
3473.6532,2146.3510717734,-2146.3510717734,2.4
3473.8056,2146.44576215824,-2146.44576215824,2.41
3473.958,2146.54049608853,-2146.54049608853,2.39
3474.1104,2146.63523456269,-2146.63523456269,2.38
3474.2628,2146.72997303684,-2146.72997303684,2.4
3474.4152,2146.824711511,-2146.824711511,2.41
3474.5676,2146.91945000226,-2146.91945000226,2.41
3474.72,2147.01421452968,-2147.01421452968,2.41
3474.8724,2147.10897905711,-2147.10897905711,2.44
3475.0248,2147.20374358454,-2147.20374358454,2.52
3475.1772,2147.29850811197,-2147.29850811197,2.57
3475.3296,2147.3932751345,-2147.3932751345,2.51
3475.482,2147.48806570671,-2147.48806570671,2.44
3475.6344,2147.58285627892,-2147.58285627892,2.43
3475.7868,2147.67764685112,-2147.67764685112,2.41
3475.9392,2147.77243742333,-2147.77243742333,2.39
3476.0916,2147.86723296703,-2147.86723296703,2.38
3476.244,2147.96204957553,-2147.96204957553,2.37
3476.3964,2148.05686618402,-2148.05686618402,2.37
3476.5488,2148.15168279251,-2148.15168279251,2.36
3476.7012,2148.24649940101,-2148.24649940101,2.37
3476.8536,2148.34132345577,-2148.34132345577,2.39
3477.006,2148.43616609206,-2148.43616609206,2.4
3477.1584,2148.53100872834,-2148.53100872834,2.35
3477.3108,2148.62585136463,-2148.62585136463,2.29
3477.4632,2148.72069400091,-2148.72069400091,2.35
3477.6156,2148.81554655662,-2148.81554655662,2.42
3477.768,2148.9104152122,-2148.9104152122,2.41
3477.9204,2149.00528386778,-2149.00528386778,2.37
3478.0728,2149.10015252335,-2149.10015252335,2.35
3478.2252,2149.19502117893,-2149.19502117893,2.33
3478.3776,2149.28990222548,-2149.28990222548,2.35
3478.53,2149.38479689185,-2149.38479689185,2.38
3478.6824,2149.47969155822,-2149.47969155822,2.39
3478.8348,2149.57458622459,-2149.57458622459,2.36
3478.9872,2149.66948089096,-2149.66948089096,2.3
3479.1396,2149.76439041821,-2149.76439041821,2.26
3479.292,2149.85931108688,-2149.85931108688,2.28
3479.4444,2149.95423175554,-2149.95423175554,2.4
3479.5968,2150.0491524242,-2150.0491524242,2.52
3479.7492,2150.14407309286,-2150.14407309286,2.56
3479.9016,2150.2390302118,-2150.2390302118,2.55
3480.054,2150.33400555588,-2150.33400555588,2.54
