DEPT,SSTVD,Z,NEU,GGKP
2739.2376,2134.0213343924,-2134.0213343924,0.2076,2.59
2739.39,2134.1282164919,-2134.1282164919,0.2081,2.57
2739.5424,2134.23509859141,-2134.23509859141,0.2024,2.53
2739.6948,2134.34198069092,-2134.34198069092,0.1996,2.52
2739.8472,2134.44886279042,-2134.44886279042,0.1923,2.5
2739.9996,2134.55574488993,-2134.55574488993,0.1932,2.5
2740.152,2134.66262698943,-2134.66262698943,0.1967,2.48
2740.3044,2134.76950908894,-2134.76950908894,0.1973,2.48
2740.4568,2134.87648596482,-2134.87648596482,0.1914,2.47
2740.6092,2134.98350879752,-2134.98350879752,0.188,2.47
2740.7616,2135.09053163022,-2135.09053163022,0.182,2.47
2740.914,2135.19755446293,-2135.19755446293,0.1826,2.47
2741.0664,2135.30457729563,-2135.30457729563,0.1793,2.47
2741.2188,2135.41160012833,-2135.41160012833,0.1821,2.49
2741.3712,2135.51862296103,-2135.51862296103,0.2013,2.54
2741.5236,2135.62564579374,-2135.62564579374,0.213,2.56
2741.676,2135.73266862644,-2135.73266862644,0.2254,2.59
2741.8284,2135.83969145914,-2135.83969145914,0.2219,2.59
2741.9808,2135.94671429184,-2135.94671429184,0.2183,2.58
2742.1332,2136.05373712455,-2136.05373712455,0.2037,2.55
2742.2856,2136.16075995725,-2136.16075995725,0.2007,2.53
2742.438,2136.26782397886,-2136.26782397886,0.2014,2.53
2742.5904,2136.37498734555,-2136.37498734555,0.1989,2.53
2742.7428,2136.48215071223,-2136.48215071223,0.1931,2.52
2742.8952,2136.58931407892,-2136.58931407892,0.1919,2.52
2743.0476,2136.6964774456,-2136.6964774456,0.1993,2.5
2743.2,2136.80364081229,-2136.80364081229,0.2022,2.5
2743.3524,2136.91080417898,-2136.91080417898,0.2133,2.47
2743.5048,2137.01796754566,-2137.01796754566,0.2135,2.46
2743.6572,2137.12513091235,-2137.12513091235,0.205,2.43
2743.8096,2137.23229427903,-2137.23229427903,0.2034,2.43
2743.962,2137.33945764572,-2137.33945764572,0.213,2.43
2744.1144,2137.44662101241,-2137.44662101241,0.218,2.43
2744.2668,2137.55378437909,-2137.55378437909,0.2241,2.43
2744.4192,2137.66094774578,-2137.66094774578,0.2209,2.43
2744.5716,2137.76823919998,-2137.76823919998,0.2114,2.43
2744.724,2137.87554290117,-2137.87554290117,0.2109,2.43
2744.8764,2137.98284660236,-2137.98284660236,0.2074,2.41
2745.0288,2138.09015030356,-2138.09015030356,0.2058,2.41
2745.1812,2138.19745400475,-2138.19745400475,0.2044,2.41
2745.3336,2138.30475770594,-2138.30475770594,0.2089,2.39
2745.486,2138.41206140714,-2138.41206140714,0.2118,2.39
2745.6384,2138.51936510833,-2138.51936510833,0.2217,2.41
2745.7908,2138.62666880952,-2138.62666880952,0.2234,2.41
2745.9432,2138.73397251072,-2138.73397251072,0.2187,2.42
2746.0956,2138.84127621191,-2138.84127621191,0.216,2.43
2746.248,2138.9485799131,-2138.9485799131,0.2037,2.46
2746.4004,2139.0558836143,-2139.0558836143,0.1864,2.47
2746.5528,2139.16326191923,-2139.16326191923,0.1287,2.49
2746.7052,2139.2707057552,-2139.2707057552,0.1171,2.5
2746.8576,2139.37814959116,-2139.37814959116,0.1164,2.5
2747.01,2139.48559342712,-2139.48559342712,0.1209,2.5
2747.1624,2139.59303726309,-2139.59303726309,0.1311,2.48
2747.3148,2139.70048109905,-2139.70048109905,0.1335,2.47
2747.4672,2139.80792493502,-2139.80792493502,0.1437,2.44
2747.6196,2139.91536877098,-2139.91536877098,0.1493,2.43
2747.772,2140.02281260694,-2140.02281260694,0.1673,2.41
2747.9244,2140.13025644291,-2140.13025644291,0.1742,2.4
2748.0768,2140.23770027887,-2140.23770027887,0.1861,2.4
2748.2292,2140.34514411484,-2140.34514411484,0.1853,2.39
2748.3816,2140.4525879508,-2140.4525879508,0.1847,2.39
2748.534,2140.56005305859,-2140.56005305859,0.1942,2.38
2748.6864,2140.66763682933,-2140.66763682933,0.1999,2.37
2748.8388,2140.77522060007,-2140.77522060007,0.2015,2.37
2748.9912,2140.8828043708,-2140.8828043708,0.198,2.37
2749.1436,2140.99038814154,-2140.99038814154,0.1898,2.37
2749.296,2141.09797191228,-2141.09797191228,0.1876,2.37
2749.4484,2141.20555568301,-2141.20555568301,0.1895,2.39
2749.6008,2141.31313945375,-2141.31313945375,0.1884,2.39
2749.7532,2141.42072322449,-2141.42072322449,0.1874,2.42
2749.9056,2141.52830699522,-2141.52830699522,0.1881,2.42
2750.058,2141.63589076596,-2141.63589076596,0.1904,2.42
2750.2104,2141.7434745367,-2141.7434745367,0.1885,2.41
2750.3628,2141.85105830743,-2141.85105830743,0.1824,2.39
2750.5152,2141.95864207817,-2141.95864207817,0.1821,2.39
2750.6676,2142.06634800127,-2142.06634800127,0.1843,2.37
2750.82,2142.1740900715,-2142.1740900715,0.1831,2.37
2750.9724,2142.28183214173,-2142.28183214173,0.1823,2.37
2751.1248,2142.38957421196,-2142.38957421196,0.181,2.37
2751.2772,2142.49731628219,-2142.49731628219,0.1764,2.38
2751.4296,2142.60505835242,-2142.60505835242,0.1764,2.38
2751.582,2142.71280042264,-2142.71280042264,0.1789,2.38
2751.7344,2142.82054249287,-2142.82054249287,0.1908,2.38
2751.8868,2142.9282845631,-2142.9282845631,0.194,2.38
2752.0392,2143.03602663333,-2143.03602663333,0.1954,2.36
2752.1916,2143.14376870356,-2143.14376870356,0.193,2.36
2752.344,2143.25151077379,-2143.25151077379,0.1822,2.35
2752.4964,2143.35925284402,-2143.35925284402,0.1788,2.35
2752.6488,2143.46699491425,-2143.46699491425,0.1781,2.35
2752.8012,2143.57473698448,-2143.57473698448,0.1797,2.35
2752.9536,2143.68247905471,-2143.68247905471,0.1847,2.36
2753.106,2143.79022112493,-2143.79022112493,0.184,2.36
2753.2584,2143.89796319516,-2143.89796319516,0.1854,2.37
2753.4108,2144.00570526539,-2144.00570526539,0.1879,2.37
2753.5632,2144.11344733562,-2144.11344733562,0.1852,2.38
2753.7156,2144.22130886463,-2144.22130886463,0.1828,2.38
2753.868,2144.32922751603,-2144.32922751603,0.1723,2.4
2754.0204,2144.43714616742,-2144.43714616742,0.1729,2.4
2754.1728,2144.54506481882,-2144.54506481882,0.1742,2.4
2754.3252,2144.65298347021,-2144.65298347021,0.1734,2.4
2754.4776,2144.76090212161,-2144.76090212161,0.1726,2.4
2754.63,2144.868820773,-2144.868820773,0.1735,2.41
2754.7824,2144.9767394244,-2144.9767394244,0.1741,2.41
2754.9348,2145.08465807579,-2145.08465807579,0.1748,2.42
2755.0872,2145.19257672719,-2145.19257672719,0.1728,2.42
2755.2396,2145.30049537858,-2145.30049537858,0.1667,2.43
2755.392,2145.40841402998,-2145.40841402998,0.1631,2.43
2755.5444,2145.51633268138,-2145.51633268138,0.1521,2.45
2755.6968,2145.62425133277,-2145.62425133277,0.1459,2.46
2755.8492,2145.73216998417,-2145.73216998417,0.1273,2.49
2756.0016,2145.84008863556,-2145.84008863556,0.124,2.5
2756.154,2145.94800728696,-2145.94800728696,0.116,2.52
2756.3064,2146.05592593835,-2146.05592593835,0.1154,2.52
2756.4588,2146.16384458975,-2146.16384458975,0.1217,2.51
2756.6112,2146.27176324114,-2146.27176324114,0.127,2.51
2756.7636,2146.37978436158,-2146.37978436158,0.1482,2.48
2756.916,2146.48787926898,-2146.48787926898,0.1534,2.49
2757.0684,2146.59597417638,-2146.59597417638,0.16,2.53
2757.2208,2146.70406908378,-2146.70406908378,0.1583,2.54
2757.3732,2146.81216399118,-2146.81216399118,0.1585,2.55
2757.5256,2146.92025889859,-2146.92025889859,0.1431,2.54
2757.678,2147.02835380599,-2147.02835380599,0.1264,2.54
2757.8304,2147.13644871339,-2147.13644871339,0.0797,2.57
2757.9828,2147.24454362079,-2147.24454362079,0.067,2.58
2758.1352,2147.35263852819,-2147.35263852819,0.0662,2.62
2758.2876,2147.46073343559,-2147.46073343559,0.07,2.63
2758.44,2147.56882834299,-2147.56882834299,0.0923,2.6
