DEPT,SSTVD,Z,GGKP
3142.7928,2146.94989959601,-2146.94989959601,2.44
3142.9452,2147.07421264644,-2147.07421264644,2.39
3143.0976,2147.19852569687,-2147.19852569687,2.35
3143.25,2147.32283874731,-2147.32283874731,2.35
3143.4024,2147.44715179774,-2147.44715179774,2.39
3143.5548,2147.57146484817,-2147.57146484817,2.41
3143.7072,2147.69577789861,-2147.69577789861,2.48
3143.8596,2147.82009094904,-2147.82009094904,2.51
3144.012,2147.94440399947,-2147.94440399947,2.52
3144.1644,2148.06871704991,-2148.06871704991,2.51
3144.3168,2148.19303010034,-2148.19303010034,2.49
3144.4692,2148.31734315077,-2148.31734315077,2.4
3144.6216,2148.44165620121,-2148.44165620121,2.33
3144.774,2148.56596925164,-2148.56596925164,2.34
3144.9264,2148.69029828706,-2148.69029828706,2.37
3145.0788,2148.81463249348,-2148.81463249348,2.36
3145.2312,2148.9389666999,-2148.9389666999,2.32
3145.3836,2149.06330090633,-2149.06330090633,2.33
3145.536,2149.18763511275,-2149.18763511275,2.42
3145.6884,2149.31196931917,-2149.31196931917,2.5
3145.8408,2149.43630352559,-2149.43630352559,2.51
3145.9932,2149.56063773201,-2149.56063773201,2.52
3146.1456,2149.68497193844,-2149.68497193844,2.51
3146.298,2149.80930614486,-2149.80930614486,2.48
3146.4504,2149.93364035128,-2149.93364035128,2.48
3146.6028,2150.0579745577,-2150.0579745577,2.46
3146.7552,2150.18230876412,-2150.18230876412,2.41
3146.9076,2150.30664297055,-2150.30664297055,2.38
3147.06,2150.43097821771,-2150.43097821771,2.37
3147.2124,2150.55533357199,-2150.55533357199,2.35
3147.3648,2150.67968892627,-2150.67968892627,2.35
3147.5172,2150.80404428056,-2150.80404428056,2.36
3147.6696,2150.92839963484,-2150.92839963484,2.36
3147.822,2151.05275498912,-2151.05275498912,2.36
3147.9744,2151.1771103434,-2151.1771103434,2.37
3148.1268,2151.30146569768,-2151.30146569768,2.36
3148.2792,2151.42582105197,-2151.42582105197,2.35
3148.4316,2151.55017640625,-2151.55017640625,2.36
3148.584,2151.67453176053,-2151.67453176053,2.38
3148.7364,2151.79888711481,-2151.79888711481,2.37
3148.8888,2151.92324246909,-2151.92324246909,2.35
3149.0412,2152.04759782338,-2152.04759782338,2.35
3149.1936,2152.17195317766,-2152.17195317766,2.35
3149.346,2152.29631577965,-2152.29631577965,2.37
3149.4984,2152.42069227366,-2152.42069227366,2.39
3149.6508,2152.54506876767,-2152.54506876767,2.41
3149.8032,2152.66944526169,-2152.66944526169,2.42
