DEPT,SSTVD,Z,NEU,GGKP
2229.3072,2152.3072,-2152.3072,0.2069,2.58
2229.4596,2152.4596,-2152.4596,0.2054,2.52
2229.612,2152.612,-2152.612,0.2038,2.46
2229.7644,2152.7644,-2152.7644,0.2007,2.42
2229.9168,2152.9168,-2152.9168,0.1987,2.41
2230.0692,2153.0692,-2153.0692,0.1963,2.41
2230.2216,2153.2216,-2153.2216,0.1936,2.4
2230.374,2153.374,-2153.374,0.1927,2.4
2230.5264,2153.5264,-2153.5264,0.1955,2.42
2230.6788,2153.6788,-2153.6788,0.1946,2.45
2230.8312,2153.8312,-2153.8312,0.1947,2.46
2230.9836,2153.9836,-2153.9836,0.1932,2.44
2231.136,2154.136,-2154.136,0.1956,2.41
2231.2884,2154.2884,-2154.2884,0.1941,2.4
2231.4408,2154.4408,-2154.4408,0.193,2.42
2231.5932,2154.5932,-2154.5932,0.1921,2.45
2231.7456,2154.7456,-2154.7456,0.1905,2.45
2231.898,2154.898,-2154.898,0.192,2.44
2232.0504,2155.0504,-2155.0504,0.19,2.44
2232.2028,2155.2028,-2155.2028,0.1909,2.44
2232.3552,2155.3552,-2155.3552,0.1896,2.46
2232.5076,2155.5076,-2155.5076,0.1882,2.46
2232.66,2155.66,-2155.66,0.1906,2.44
2232.8124,2155.8124,-2155.8124,0.1929,2.42
2232.9648,2155.9648,-2155.9648,0.192,2.4
2233.1172,2156.1172,-2156.1172,0.1902,2.4
2233.2696,2156.2696,-2156.2696,0.1917,2.42
2233.422,2156.422,-2156.422,0.1914,2.43
2233.5744,2156.5744,-2156.5744,0.1945,2.43
2233.7268,2156.7268,-2156.7268,0.1937,2.42
2233.8792,2156.8792,-2156.8792,0.1922,2.41
2234.0316,2157.0316,-2157.0316,0.1907,2.42
2234.184,2157.184,-2157.184,0.19,2.43
2234.3364,2157.3364,-2157.3364,0.1894,2.44
2234.4888,2157.4888,-2157.4888,0.1909,2.46
2234.6412,2157.6412,-2157.6412,0.1912,2.48
2234.7936,2157.7936,-2157.7936,0.1891,2.49
2234.946,2157.946,-2157.946,0.1875,2.49
2235.0984,2158.0984,-2158.0984,0.186,2.47
2235.2508,2158.2508,-2158.2508,0.1845,2.46
2235.4032,2158.4032,-2158.4032,0.182,2.46
2235.5556,2158.5556,-2158.5556,0.1826,2.44
2235.708,2158.708,-2158.708,0.1838,2.41
2235.8604,2158.8604,-2158.8604,0.1826,2.38
2236.0128,2159.0128,-2159.0128,0.1839,2.37
2236.1652,2159.1652,-2159.1652,0.1817,2.36
2236.3176,2159.3176,-2159.3176,0.1798,2.36
2236.47,2159.47,-2159.47,0.1783,2.35
2236.6224,2159.6224,-2159.6224,0.1762,2.35
2236.7748,2159.7748,-2159.7748,0.1763,2.36
2236.9272,2159.9272,-2159.9272,0.1755,2.38
2237.0796,2160.0796,-2160.0796,0.1764,2.39
2237.232,2160.232,-2160.232,0.182,2.39
2237.3844,2160.3844,-2160.3844,0.1865,2.41
2237.5368,2160.5368,-2160.5368,0.1897,2.45
