DEPT,SSTVD,Z,NEU,GGKP
2482.2912,2170.96601889327,-2170.96601889327,0.2254,2.57
2482.4436,2171.11839374037,-2171.11839374037,0.2043,2.55
2482.596,2171.27076858748,-2171.27076858748,0.1751,2.52
2482.7484,2171.42314343458,-2171.42314343458,0.1571,2.49
2482.9008,2171.57551828169,-2171.57551828169,0.1515,2.46
2483.0532,2171.72789312879,-2171.72789312879,0.1619,2.42
2483.2056,2171.8802679759,-2171.8802679759,0.1768,2.38
2483.358,2172.032642823,-2172.032642823,0.1938,2.36
2483.5104,2172.18501642936,-2172.18501642936,0.2028,2.35
2483.6628,2172.33738992967,-2172.33738992967,0.2007,2.35
2483.8152,2172.48976342998,-2172.48976342998,0.1951,2.35
2483.9676,2172.6421369303,-2172.6421369303,0.189,2.36
2484.12,2172.79451043061,-2172.79451043061,0.187,2.36
2484.2724,2172.94688393092,-2172.94688393092,0.1836,2.36
2484.4248,2173.09925743123,-2173.09925743123,0.1808,2.36
2484.5772,2173.25163093155,-2173.25163093155,0.1829,2.36
2484.7296,2173.40400443186,-2173.40400443186,0.1847,2.36
2484.882,2173.55637793217,-2173.55637793217,0.1903,2.36
2485.0344,2173.70875143249,-2173.70875143249,0.1925,2.35
2485.1868,2173.8611249328,-2173.8611249328,0.2047,2.34
2485.3392,2174.01349843311,-2174.01349843311,0.2187,2.34
2485.4916,2174.16587193342,-2174.16587193342,0.2207,2.35
2485.644,2174.31824543374,-2174.31824543374,0.2109,2.35
2485.7964,2174.47061893405,-2174.47061893405,0.1998,2.36
2485.9488,2174.62299243436,-2174.62299243436,0.1974,2.36
2486.1012,2174.77536593467,-2174.77536593467,0.2033,2.37
2486.2536,2174.92773943499,-2174.92773943499,0.2068,2.37
2486.406,2175.0801129353,-2175.0801129353,0.2058,2.36
2486.5584,2175.23248643561,-2175.23248643561,0.2036,2.35
2486.7108,2175.38485993593,-2175.38485993593,0.2,2.33
2486.8632,2175.53723343624,-2175.53723343624,0.1993,2.33
2487.0156,2175.68960693655,-2175.68960693655,0.1972,2.34
2487.168,2175.84198043686,-2175.84198043686,0.1925,2.35
2487.3204,2175.99435393718,-2175.99435393718,0.1908,2.36
2487.4728,2176.14672743749,-2176.14672743749,0.1934,2.35
2487.6252,2176.2991009378,-2176.2991009378,0.1976,2.34
2487.7776,2176.45147443811,-2176.45147443811,0.2004,2.33
2487.93,2176.60384793843,-2176.60384793843,0.1988,2.35
2488.0824,2176.75622143874,-2176.75622143874,0.1933,2.38
2488.2348,2176.90859493905,-2176.90859493905,0.1824,2.42
2488.3872,2177.06096843937,-2177.06096843937,0.161,2.46
2488.5396,2177.21334193968,-2177.21334193968,0.1451,2.5
2488.692,2177.36571543999,-2177.36571543999,0.1369,2.55
2488.8444,2177.5180889403,-2177.5180889403,0.1228,2.59
2488.9968,2177.67046244062,-2177.67046244062,0.0989,2.63
2489.1492,2177.82283594093,-2177.82283594093,0.0796,2.62
2489.3016,2177.97520944124,-2177.97520944124,0.0748,2.58
2489.454,2178.12758294155,-2178.12758294155,0.0866,2.53
2489.6064,2178.27995519812,-2178.27995519812,0.1135,2.49
2489.7588,2178.4323273088,-2178.4323273088,0.1397,2.48
2489.9112,2178.58469941948,-2178.58469941948,0.1502,2.48
2490.0636,2178.73707153015,-2178.73707153015,0.1509,2.49
2490.216,2178.88944364083,-2178.88944364083,0.1524,2.51
2490.3684,2179.04181575151,-2179.04181575151,0.155,2.52
2490.5208,2179.19418786219,-2179.19418786219,0.1532,2.52
2490.6732,2179.34655997286,-2179.34655997286,0.1454,2.51
2490.8256,2179.49893208354,-2179.49893208354,0.1399,2.49
2490.978,2179.65130419422,-2179.65130419422,0.142,2.47
2491.1304,2179.80367630489,-2179.80367630489,0.1536,2.45
2491.2828,2179.95604841557,-2179.95604841557,0.1733,2.43
2491.4352,2180.10842052625,-2180.10842052625,0.1841,2.41
2491.5876,2180.26079263692,-2180.26079263692,0.1812,2.39
2491.74,2180.4131647476,-2180.4131647476,0.177,2.38
2491.8924,2180.56553685828,-2180.56553685828,0.1778,2.37
2492.0448,2180.71790896895,-2180.71790896895,0.1822,2.36
2492.1972,2180.87028107963,-2180.87028107963,0.1842,2.36
2492.3496,2181.02265319031,-2181.02265319031,0.1836,2.37
2492.502,2181.17502530098,-2181.17502530098,0.1847,2.39
2492.6544,2181.32739741166,-2181.32739741166,0.1869,2.41
2492.8068,2181.47976952234,-2181.47976952234,0.1865,2.41
2492.9592,2181.63214163301,-2181.63214163301,0.1873,2.41
2493.1116,2181.78451374369,-2181.78451374369,0.1896,2.4
2493.264,2181.93688585437,-2181.93688585437,0.1867,2.39
2493.4164,2182.08925796504,-2182.08925796504,0.1859,2.39
2493.5688,2182.24163007572,-2182.24163007572,0.1866,2.38
2493.7212,2182.3940021864,-2182.3940021864,0.186,2.37
2493.8736,2182.54637429707,-2182.54637429707,0.1833,2.36
2494.026,2182.69874640775,-2182.69874640775,0.1807,2.35
2494.1784,2182.85111851843,-2182.85111851843,0.1796,2.33
2494.3308,2183.0034906291,-2183.0034906291,0.1786,2.32
2494.4832,2183.15586273978,-2183.15586273978,0.1775,2.3
2494.6356,2183.30823485046,-2183.30823485046,0.1811,2.3
2494.788,2183.46060696113,-2183.46060696113,0.1846,2.31
2494.9404,2183.61297907181,-2183.61297907181,0.1814,2.32
2495.0928,2183.76535118249,-2183.76535118249,0.173,2.34
2495.2452,2183.91772329316,-2183.91772329316,0.1674,2.35
2495.3976,2184.07009540384,-2184.07009540384,0.1704,2.36
2495.55,2184.22246751452,-2184.22246751452,0.1795,2.36
2495.7024,2184.37484067088,-2184.37484067088,0.1885,2.35
2495.8548,2184.52721398521,-2184.52721398521,0.1926,2.34
2496.0072,2184.67958729953,-2184.67958729953,0.19,2.34
2496.1596,2184.83196061386,-2184.83196061386,0.1862,2.33
2496.312,2184.98433392818,-2184.98433392818,0.186,2.34
2496.4644,2185.13670724251,-2185.13670724251,0.191,2.35
2496.6168,2185.28908055683,-2185.28908055683,0.1969,2.37
2496.7692,2185.44145387116,-2185.44145387116,0.2038,2.37
2496.9216,2185.59382718548,-2185.59382718548,0.2102,2.36
2497.074,2185.74620049981,-2185.74620049981,0.2145,2.37
2497.2264,2185.89857381413,-2185.89857381413,0.2229,2.41
2497.3788,2186.05094712846,-2186.05094712846,0.2307,2.46
2497.5312,2186.20332044278,-2186.20332044278,0.2288,2.51
2497.6836,2186.35569375711,-2186.35569375711,0.2183,2.55
2497.836,2186.50806707143,-2186.50806707143,0.21,2.56
2497.9884,2186.66044038576,-2186.66044038576,0.1929,2.54
2498.1408,2186.81281370008,-2186.81281370008,0.1716,2.5
2498.2932,2186.9651870144,-2186.9651870144,0.1631,2.47
2498.4456,2187.11756032873,-2187.11756032873,0.172,2.48
2498.598,2187.26993364305,-2187.26993364305,0.1915,2.52
2498.7504,2187.42230695738,-2187.42230695738,0.2102,2.56
2498.9028,2187.5746802717,-2187.5746802717,0.2235,2.56
2499.0552,2187.72705358603,-2187.72705358603,0.2239,2.55
2499.2076,2187.87942690035,-2187.87942690035,0.2162,2.54
2499.36,2188.03180021468,-2188.03180021468,0.2123,2.54
2499.5124,2188.184173529,-2188.184173529,0.2128,2.54
2499.6648,2188.33654684333,-2188.33654684333,0.2143,2.54
2499.8172,2188.48892015765,-2188.48892015765,0.2209,2.54
2499.9696,2188.64129347198,-2188.64129347198,0.2313,2.52
