DEPT,SSTVD,Z,NEU,GGKP
2916.4788,2157.76892281835,-2157.76892281835,0.1978,2.5
2916.6312,2157.90810007888,-2157.90810007888,0.2041,2.47
2916.7836,2158.04727733941,-2158.04727733941,0.2218,2.43
2916.936,2158.18645459994,-2158.18645459994,0.2292,2.38
2917.0884,2158.32563186047,-2158.32563186047,0.2177,2.34
2917.2408,2158.46480912101,-2158.46480912101,0.2052,2.3
2917.3932,2158.60398638154,-2158.60398638154,0.1942,2.27
2917.5456,2158.74316364207,-2158.74316364207,0.1932,2.26
2917.698,2158.8823409026,-2158.8823409026,0.1908,2.26
2917.8504,2159.02151816313,-2159.02151816313,0.1986,2.27
2918.0028,2159.16069542366,-2159.16069542366,0.2032,2.28
2918.1552,2159.29987268419,-2159.29987268419,0.2014,2.29
2918.3076,2159.43904994472,-2159.43904994472,0.2056,2.3
2918.46,2159.57822720525,-2159.57822720525,0.2059,2.31
2918.6124,2159.71740446578,-2159.71740446578,0.1981,2.32
2918.7648,2159.85658172631,-2159.85658172631,0.1918,2.33
2918.9172,2159.99575898684,-2159.99575898684,0.1941,2.33
2919.0696,2160.13493624738,-2160.13493624738,0.2014,2.33
2919.222,2160.27411350791,-2160.27411350791,0.2072,2.34
2919.3744,2160.41329076844,-2160.41329076844,0.1939,2.34
2919.5268,2160.55246802897,-2160.55246802897,0.1881,2.33
2919.6792,2160.6916452895,-2160.6916452895,0.1835,2.31
2919.8316,2160.83082255003,-2160.83082255003,0.1834,2.31
2919.984,2160.96999981056,-2160.96999981056,0.179,2.31
2920.1364,2161.10922601673,-2161.10922601673,0.1824,2.31
2920.2888,2161.24853553462,-2161.24853553462,0.1872,2.3
2920.4412,2161.38784505251,-2161.38784505251,0.1952,2.29
2920.5936,2161.52715457039,-2161.52715457039,0.1945,2.29
2920.746,2161.66646408828,-2161.66646408828,0.1931,2.3
2920.8984,2161.80577360617,-2161.80577360617,0.1939,2.3
2921.0508,2161.94508312406,-2161.94508312406,0.1856,2.32
2921.2032,2162.08439264195,-2162.08439264195,0.1786,2.33
2921.3556,2162.22370215984,-2162.22370215984,0.1791,2.35
2921.508,2162.36301167773,-2162.36301167773,0.1872,2.36
2921.6604,2162.50232119562,-2162.50232119562,0.1887,2.38
2921.8128,2162.64163071351,-2162.64163071351,0.1873,2.39
2921.9652,2162.7809402314,-2162.7809402314,0.1988,2.4
2922.1176,2162.92024974929,-2162.92024974929,0.2105,2.4
2922.27,2163.05955926717,-2163.05955926717,0.2197,2.39
2922.4224,2163.19886878506,-2163.19886878506,0.2202,2.38
2922.5748,2163.33817830295,-2163.33817830295,0.2123,2.37
2922.7272,2163.47748782084,-2163.47748782084,0.2005,2.36
2922.8796,2163.61679733873,-2163.61679733873,0.1942,2.36
2923.032,2163.75610685662,-2163.75610685662,0.198,2.36
2923.1844,2163.89541637451,-2163.89541637451,0.1994,2.35
2923.3368,2164.0347258924,-2164.0347258924,0.1989,2.34
2923.4892,2164.17403541029,-2164.17403541029,0.1923,2.34
2923.6416,2164.31334492818,-2164.31334492818,0.1875,2.35
2923.794,2164.45265444606,-2164.45265444606,0.1932,2.35
2923.9464,2164.59196396395,-2164.59196396395,0.194,2.34
2924.0988,2164.73127348184,-2164.73127348184,0.1932,2.34
2924.2512,2164.87058299973,-2164.87058299973,0.1894,2.34
2924.4036,2165.00989251762,-2165.00989251762,0.1898,2.35
2924.556,2165.14920203551,-2165.14920203551,0.1932,2.34
2924.7084,2165.2885115534,-2165.2885115534,0.1892,2.33
2924.8608,2165.4279444875,-2165.4279444875,0.19,2.32
2925.0132,2165.56739780227,-2165.56739780227,0.1995,2.32
2925.1656,2165.70685111703,-2165.70685111703,0.2005,2.33
2925.318,2165.84630443179,-2165.84630443179,0.1865,2.36
2925.4704,2165.98575774656,-2165.98575774656,0.1663,2.42
2925.6228,2166.12521106132,-2166.12521106132,0.1466,2.46
2925.7752,2166.26466437608,-2166.26466437608,0.1325,2.47
2925.9276,2166.40411769085,-2166.40411769085,0.1206,2.47
2926.08,2166.54357100561,-2166.54357100561,0.1139,2.49
2926.2324,2166.68302432037,-2166.68302432037,0.1083,2.54
2926.3848,2166.82247763514,-2166.82247763514,0.0906,2.58
2926.5372,2166.9619309499,-2166.9619309499,0.0714,2.6
2926.6896,2167.10138426466,-2167.10138426466,0.0593,2.59
2926.842,2167.24083757943,-2167.24083757943,0.0635,2.58
2926.9944,2167.38029089419,-2167.38029089419,0.0804,2.56
2927.1468,2167.51974420896,-2167.51974420896,0.1021,2.57
2927.2992,2167.65919752372,-2167.65919752372,0.1218,2.59
2927.4516,2167.79865083848,-2167.79865083848,0.1095,2.6
2927.604,2167.93810415325,-2167.93810415325,0.0909,2.6
2927.7564,2168.07755746801,-2168.07755746801,0.072,2.6
2927.9088,2168.21708028089,-2168.21708028089,0.0584,2.62
2928.0612,2168.35668754205,-2168.35668754205,0.0533,2.63
2928.2136,2168.49629480321,-2168.49629480321,0.0567,2.63
2928.366,2168.63590206437,-2168.63590206437,0.0725,2.58
2928.5184,2168.77550932553,-2168.77550932553,0.1012,2.51
2928.6708,2168.9151165867,-2168.9151165867,0.1387,2.42
2928.8232,2169.05472384786,-2169.05472384786,0.1785,2.37
2928.9756,2169.19433110902,-2169.19433110902,0.1954,2.35
2929.128,2169.33393837018,-2169.33393837018,0.203,2.36
2929.2804,2169.47354563135,-2169.47354563135,0.2035,2.35
2929.4328,2169.61315289251,-2169.61315289251,0.2059,2.34
2929.5852,2169.75276015367,-2169.75276015367,0.2004,2.34
2929.7376,2169.89236741483,-2169.89236741483,0.2011,2.34
2929.89,2170.031974676,-2170.031974676,0.1991,2.34
2930.0424,2170.17158193716,-2170.17158193716,0.1921,2.35
2930.1948,2170.31118919832,-2170.31118919832,0.1849,2.36
2930.3472,2170.45079645948,-2170.45079645948,0.1857,2.38
2930.4996,2170.59040372065,-2170.59040372065,0.1815,2.38
2930.652,2170.73001098181,-2170.73001098181,0.1807,2.37
2930.8044,2170.86961824297,-2170.86961824297,0.1758,2.37
2930.9568,2171.0092322435,-2171.0092322435,0.1841,2.37
2931.1092,2171.14899054589,-2171.14899054589,0.1885,2.37
2931.2616,2171.28874884827,-2171.28874884827,0.1952,2.36
2931.414,2171.42850715065,-2171.42850715065,0.1889,2.36
2931.5664,2171.56826545303,-2171.56826545303,0.1906,2.36
2931.7188,2171.70802375541,-2171.70802375541,0.1916,2.35
2931.8712,2171.8477820578,-2171.8477820578,0.2084,2.35
2932.0236,2171.98754036018,-2171.98754036018,0.2135,2.34
2932.176,2172.12729866256,-2172.12729866256,0.2126,2.34
2932.3284,2172.26705696494,-2172.26705696494,0.2052,2.33
2932.4808,2172.40681526732,-2172.40681526732,0.2007,2.33
2932.6332,2172.54657356971,-2172.54657356971,0.1969,2.32
2932.7856,2172.68633187209,-2172.68633187209,0.192,2.32
2932.938,2172.82609017447,-2172.82609017447,0.185,2.32
2933.0904,2172.96584847685,-2172.96584847685,0.1778,2.31
2933.2428,2173.10560677923,-2173.10560677923,0.19,2.32
2933.3952,2173.24536508161,-2173.24536508161,0.1943,2.32
2933.5476,2173.385123384,-2173.385123384,0.1992,2.33
2933.7,2173.52488168638,-2173.52488168638,0.2024,2.33
2933.8524,2173.66463998876,-2173.66463998876,0.2095,2.33
2934.0048,2173.80439829114,-2173.80439829114,0.2152,2.36
2934.1572,2173.94425107199,-2173.94425107199,0.214,2.4
2934.3096,2174.08415750726,-2174.08415750726,0.2327,2.44
2934.462,2174.22406394254,-2174.22406394254,0.2514,2.47
2934.6144,2174.36397037782,-2174.36397037782,0.2644,2.47
2934.7668,2174.5038768131,-2174.5038768131,0.2458,2.46
2934.9192,2174.64378324838,-2174.64378324838,0.2236,2.44
2935.0716,2174.78368968366,-2174.78368968366,0.2089,2.41
2935.224,2174.92359611894,-2174.92359611894,0.2065,2.38
2935.3764,2175.06350255422,-2175.06350255422,0.2099,2.36
2935.5288,2175.2034089895,-2175.2034089895,0.2064,2.36
2935.6812,2175.34331542477,-2175.34331542477,0.2001,2.36
2935.8336,2175.48322186005,-2175.48322186005,0.1952,2.38
2935.986,2175.62312829533,-2175.62312829533,0.189,2.39
2936.1384,2175.76303473061,-2175.76303473061,0.1885,2.4
2936.2908,2175.90294116589,-2175.90294116589,0.1886,2.41
2936.4432,2176.04284760117,-2176.04284760117,0.195,2.39
2936.5956,2176.18275403645,-2176.18275403645,0.2005,2.36
2936.748,2176.32266047173,-2176.32266047173,0.2025,2.34
2936.9004,2176.46256690701,-2176.46256690701,0.1979,2.34
2937.0528,2176.60247334228,-2176.60247334228,0.1975,2.35
2937.2052,2176.74241331953,-2176.74241331953,0.1959,2.35
2937.3576,2176.88246497631,-2176.88246497631,0.1905,2.34
2937.51,2177.02251663308,-2177.02251663308,0.1845,2.34
2937.6624,2177.16256828985,-2177.16256828985,0.1911,2.34
2937.8148,2177.30261994662,-2177.30261994662,0.2127,2.33
