DEPT,SSTVD,Z,NEU,GGKP
3034.284,2120.64029508429,-2120.64029508429,0.1794,2.5
3034.4364,2120.74009470859,-2120.74009470859,0.2076,2.47
3034.5888,2120.8398943329,-2120.8398943329,0.2139,2.43
3034.7412,2120.9396939572,-2120.9396939572,0.2042,2.44
3034.8936,2121.03949358151,-2121.03949358151,0.2283,2.39
3035.046,2121.13929320581,-2121.13929320581,0.2194,2.42
3035.1984,2121.23909283012,-2121.23909283012,0.1984,2.44
3035.3508,2121.33889245442,-2121.33889245442,0.222,2.46
3035.5032,2121.43869207872,-2121.43869207872,0.2124,2.47
3035.6556,2121.53849170303,-2121.53849170303,0.2006,2.41
3035.808,2121.63829132733,-2121.63829132733,0.2087,2.42
3035.9604,2121.73809095164,-2121.73809095164,0.1825,2.38
3036.1128,2121.83789057594,-2121.83789057594,0.165,2.39
3036.2652,2121.93769020025,-2121.93769020025,0.1753,2.47
3036.4176,2122.03748982455,-2122.03748982455,0.2109,2.41
3036.57,2122.13728944886,-2122.13728944886,0.2207,2.37
3036.7224,2122.23708907316,-2122.23708907316,0.1816,2.36
3036.8748,2122.33688869746,-2122.33688869746,0.1854,2.37
3037.0272,2122.43668832177,-2122.43668832177,0.1969,2.39
3037.1796,2122.53648794607,-2122.53648794607,0.2027,2.36
3037.332,2122.63628757038,-2122.63628757038,0.2142,2.39
3037.4844,2122.73608719468,-2122.73608719468,0.1794,2.4
3037.6368,2122.83588681899,-2122.83588681899,0.1778,2.38
3037.7892,2122.93568644329,-2122.93568644329,0.1713,2.35
3037.9416,2123.0354860676,-2123.0354860676,0.1858,2.44
3038.094,2123.13540366059,-2123.13540366059,0.1968,2.37
3038.2464,2123.2353219544,-2123.2353219544,0.2102,2.41
3038.3988,2123.3352402482,-2123.3352402482,0.2199,2.35
3038.5512,2123.435158542,-2123.435158542,0.1842,2.34
3038.7036,2123.53507683581,-2123.53507683581,0.183,2.33
3038.856,2123.63499512961,-2123.63499512961,0.1778,2.38
3039.0084,2123.73491342341,-2123.73491342341,0.1584,2.34
3039.1608,2123.83483171722,-2123.83483171722,0.1556,2.45
3039.3132,2123.93475001102,-2123.93475001102,0.1554,2.5
3039.4656,2124.03466830482,-2124.03466830482,0.1262,2.55
3039.618,2124.13458659863,-2124.13458659863,0.0993,2.49
3039.7704,2124.23450489243,-2124.23450489243,0.0856,2.47
3039.9228,2124.33442318623,-2124.33442318623,0.0861,2.54
3040.0752,2124.43434148004,-2124.43434148004,0.0822,2.59
3040.2276,2124.53425977384,-2124.53425977384,0.0821,2.55
3040.38,2124.63417806764,-2124.63417806764,0.121,2.53
3040.5324,2124.73409636145,-2124.73409636145,0.1396,2.5
3040.6848,2124.83401465525,-2124.83401465525,0.1452,2.37
3040.8372,2124.93393294905,-2124.93393294905,0.1597,2.35
3040.9896,2125.03385124285,-2125.03385124285,0.166,2.38
3041.142,2125.13376953666,-2125.13376953666,0.1539,2.4
3041.2944,2125.23368783046,-2125.23368783046,0.168,2.38
3041.4468,2125.33360612426,-2125.33360612426,0.2042,2.37
3041.5992,2125.43352441807,-2125.43352441807,0.2349,2.36
3041.7516,2125.53344271187,-2125.53344271187,0.2164,2.39
3041.904,2125.63336100567,-2125.63336100567,0.1754,2.34
3042.0564,2125.73327929948,-2125.73327929948,0.2036,2.37
3042.2088,2125.83319759328,-2125.83319759328,0.2036,2.38
3042.3612,2125.93311588708,-2125.93311588708,0.1976,2.39
3042.5136,2126.03303418089,-2126.03303418089,0.1732,2.38
3042.666,2126.13295247469,-2126.13295247469,0.1726,2.35
3042.8184,2126.23287076849,-2126.23287076849,0.1843,2.38
3042.9708,2126.33278906229,-2126.33278906229,0.1668,2.39
3043.1232,2126.4327073561,-2126.4327073561,0.1653,2.38
3043.2756,2126.5326256499,-2126.5326256499,0.1647,2.39
3043.428,2126.6325439437,-2126.6325439437,0.1575,2.39
3043.5804,2126.73246223751,-2126.73246223751,0.1698,2.4
3043.7328,2126.83238053131,-2126.83238053131,0.1712,2.4
3043.8852,2126.93229882511,-2126.93229882511,0.1826,2.38
3044.0376,2127.03221711892,-2127.03221711892,0.1645,2.4
3044.19,2127.1322244955,-2127.1322244955,0.158,2.39
3044.3424,2127.23226084334,-2127.23226084334,0.1504,2.4
3044.4948,2127.33229719119,-2127.33229719119,0.1671,2.4
3044.6472,2127.43233353904,-2127.43233353904,0.1784,2.41
3044.7996,2127.53236988688,-2127.53236988688,0.178,2.37
3044.952,2127.63240623473,-2127.63240623473,0.174,2.42
3045.1044,2127.73244258258,-2127.73244258258,0.1749,2.44
3045.2568,2127.83247893042,-2127.83247893042,0.1679,2.37
3045.4092,2127.93251527827,-2127.93251527827,0.1602,2.36
3045.5616,2128.03255162612,-2128.03255162612,0.1725,2.35
3045.714,2128.13258797396,-2128.13258797396,0.1833,2.33
3045.8664,2128.23262432181,-2128.23262432181,0.1737,2.38
3046.0188,2128.33266066966,-2128.33266066966,0.1582,2.37
3046.1712,2128.4326970175,-2128.4326970175,0.16,2.35
3046.3236,2128.53273336535,-2128.53273336535,0.1768,2.35
3046.476,2128.6327697132,-2128.6327697132,0.1859,2.35
3046.6284,2128.73280606104,-2128.73280606104,0.1822,2.36
3046.7808,2128.83284240889,-2128.83284240889,0.1487,2.4
3046.9332,2128.93287875674,-2128.93287875674,0.1473,2.38
3047.0856,2129.03291510458,-2129.03291510458,0.1677,2.35
3047.238,2129.13295145243,-2129.13295145243,0.1669,2.38
3047.3904,2129.23298780028,-2129.23298780028,0.1444,2.38
3047.5428,2129.33302414812,-2129.33302414812,0.1719,2.35
3047.6952,2129.43306049597,-2129.43306049597,0.1646,2.33
3047.8476,2129.53309684382,-2129.53309684382,0.1785,2.35
3048.0,2129.63313319166,-2129.63313319166,0.159,2.33
3048.1524,2129.73316953951,-2129.73316953951,0.1875,2.35
3048.3048,2129.83320588736,-2129.83320588736,0.1614,2.33
3048.4572,2129.93324223521,-2129.93324223521,0.173,2.36
3048.6096,2130.03327858305,-2130.03327858305,0.1736,2.36
3048.762,2130.1333149309,-2130.1333149309,0.1907,2.36
3048.9144,2130.23335127875,-2130.23335127875,0.1973,2.36
3049.0668,2130.33338762659,-2130.33338762659,0.1863,2.34
3049.2192,2130.43342397444,-2130.43342397444,0.1955,2.31
3049.3716,2130.53346032229,-2130.53346032229,0.2251,2.34
3049.524,2130.63349667013,-2130.63349667013,0.19,2.35
3049.6764,2130.73353301798,-2130.73353301798,0.1717,2.35
3049.8288,2130.83356936583,-2130.83356936583,0.1692,2.36
3049.9812,2130.93360571367,-2130.93360571367,0.1773,2.38
3050.1336,2131.03364206152,-2131.03364206152,0.1913,2.38
3050.286,2131.13373890065,-2131.13373890065,0.1754,2.37
3050.4384,2131.23389268636,-2131.23389268636,0.1928,2.37
3050.5908,2131.33404647207,-2131.33404647207,0.1699,2.36
3050.7432,2131.43420025778,-2131.43420025778,0.1642,2.34
3050.8956,2131.53435404349,-2131.53435404349,0.1871,2.36
3051.048,2131.63450782919,-2131.63450782919,0.1894,2.39
3051.2004,2131.7346616149,-2131.7346616149,0.172,2.37
