DEPT,SSTVD,Z,NEU,GGKP
2607.4116,2129.93525523753,-2129.93525523753,0.225,2.43
2607.564,2130.0876446384,-2130.0876446384,0.2104,2.42
2607.7164,2130.24003403928,-2130.24003403928,0.2323,2.39
2607.8688,2130.39242344016,-2130.39242344016,0.2128,2.39
2608.0212,2130.54481284104,-2130.54481284104,0.1976,2.38
2608.1736,2130.69720224191,-2130.69720224191,0.2028,2.35
2608.326,2130.84959164279,-2130.84959164279,0.2558,2.31
2608.4784,2131.00198104367,-2131.00198104367,0.2483,2.32
2608.6308,2131.15437044455,-2131.15437044455,0.2149,2.33
2608.7832,2131.30675984543,-2131.30675984543,0.212,2.33
2608.9356,2131.4591492463,-2131.4591492463,0.214,2.33
2609.088,2131.61153864718,-2131.61153864718,0.261,2.34
2609.2404,2131.76392804806,-2131.76392804806,0.2165,2.36
2609.3928,2131.91631744894,-2131.91631744894,0.1776,2.4
2609.5452,2132.06870684981,-2132.06870684981,0.1977,2.4
2609.6976,2132.22109618594,-2132.22109618594,0.2116,2.39
2609.85,2132.37348551378,-2132.37348551378,0.2099,2.42
2610.0024,2132.52587484161,-2132.52587484161,0.2197,2.41
2610.1548,2132.67826416945,-2132.67826416945,0.2357,2.4
2610.3072,2132.83065349728,-2132.83065349728,0.2225,2.42
2610.4596,2132.98304282512,-2132.98304282512,0.151,2.48
2610.612,2133.13543215296,-2133.13543215296,0.1117,2.54
2610.7644,2133.28782148079,-2133.28782148079,0.0905,2.59
2610.9168,2133.44021080863,-2133.44021080863,0.0744,2.58
2611.0692,2133.59260013646,-2133.59260013646,0.0567,2.57
2611.2216,2133.7449894643,-2133.7449894643,0.0338,2.59
2611.374,2133.89737879214,-2133.89737879214,0.0283,2.64
2611.5264,2134.04976811997,-2134.04976811997,0.0322,2.61
2611.6788,2134.20215744781,-2134.20215744781,0.0369,2.62
2611.8312,2134.35454677564,-2134.35454677564,0.0427,2.63
2611.9836,2134.50693610348,-2134.50693610348,0.0574,2.67
2612.136,2134.65932543131,-2134.65932543131,0.0524,2.67
2612.2884,2134.81171475915,-2134.81171475915,0.0485,2.66
2612.4408,2134.96410408699,-2134.96410408699,0.0557,2.64
2612.5932,2135.11649341482,-2135.11649341482,0.0843,2.54
2612.7456,2135.26888274266,-2135.26888274266,0.1421,2.42
2612.898,2135.42127207049,-2135.42127207049,0.187,2.32
2613.0504,2135.57366139833,-2135.57366139833,0.235,2.35
2613.2028,2135.72605072617,-2135.72605072617,0.249,2.39
2613.3552,2135.878440054,-2135.878440054,0.2177,2.4
2613.5076,2136.03082938184,-2136.03082938184,0.1914,2.37
2613.66,2136.18321870967,-2136.18321870967,0.2101,2.36
2613.8124,2136.33560803751,-2136.33560803751,0.2311,2.35
2613.9648,2136.48799736534,-2136.48799736534,0.24,2.37
2614.1172,2136.64038669318,-2136.64038669318,0.2267,2.36
2614.2696,2136.79277602102,-2136.79277602102,0.2141,2.36
2614.422,2136.94516534885,-2136.94516534885,0.2109,2.39
2614.5744,2137.09755467669,-2137.09755467669,0.1934,2.41
2614.7268,2137.24994400452,-2137.24994400452,0.1629,2.5
2614.8792,2137.40233333236,-2137.40233333236,0.1255,2.62
2615.0316,2137.5547226602,-2137.5547226602,0.0914,2.6
2615.184,2137.70711198803,-2137.70711198803,0.0623,2.62
2615.3364,2137.85950131587,-2137.85950131587,0.0521,2.62
2615.4888,2138.0118906437,-2138.0118906437,0.0536,2.59
2615.6412,2138.16427997154,-2138.16427997154,0.0542,2.6
2615.7936,2138.31666928855,-2138.31666928855,0.0658,2.57
2615.946,2138.46905859044,-2138.46905859044,0.109,2.51
2616.0984,2138.62144789233,-2138.62144789233,0.1443,2.41
2616.2508,2138.77383719422,-2138.77383719422,0.185,2.33
2616.4032,2138.92622649611,-2138.92622649611,0.2326,2.33
2616.5556,2139.078615798,-2139.078615798,0.2674,2.34
2616.708,2139.23100509989,-2139.23100509989,0.2394,2.35
2616.8604,2139.38339440178,-2139.38339440178,0.2281,2.36
2617.0128,2139.53578370367,-2139.53578370367,0.2127,2.35
2617.1652,2139.68817300556,-2139.68817300556,0.221,2.34
2617.3176,2139.84056230745,-2139.84056230745,0.2608,2.33
2617.47,2139.99295160934,-2139.99295160934,0.233,2.33
2617.6224,2140.14534091123,-2140.14534091123,0.2363,2.32
2617.7748,2140.29773021312,-2140.29773021312,0.2699,2.33
2617.9272,2140.45011951501,-2140.45011951501,0.2617,2.39
2618.0796,2140.6025088169,-2140.6025088169,0.2566,2.45
2618.232,2140.75489811879,-2140.75489811879,0.2432,2.45
2618.3844,2140.90728742068,-2140.90728742068,0.2178,2.44
2618.5368,2141.05967672257,-2141.05967672257,0.2012,2.38
2618.6892,2141.21206602446,-2141.21206602446,0.2084,2.32
2618.8416,2141.36445532635,-2141.36445532635,0.2036,2.29
2618.994,2141.51684462824,-2141.51684462824,0.2084,2.29
2619.1464,2141.66923393013,-2141.66923393013,0.2405,2.29
2619.2988,2141.82162323202,-2141.82162323202,0.21,2.3
2619.4512,2141.97401253391,-2141.97401253391,0.2587,2.29
2619.6036,2142.1264018358,-2142.1264018358,0.2473,2.28
2619.756,2142.27879113769,-2142.27879113769,0.2446,2.29
2619.9084,2142.43118043958,-2142.43118043958,0.3045,2.31
2620.0608,2142.58356974147,-2142.58356974147,0.2715,2.29
2620.2132,2142.73595904336,-2142.73595904336,0.2266,2.28
