DEPT,SSTVD,Z,NEU,GGKP
2374.5444,2123.13016038505,-2123.13016038505,0.2069,2.51
2374.6968,2123.28219792786,-2123.28219792786,0.1965,2.51
2374.8492,2123.43423547067,-2123.43423547067,0.1873,2.49
2375.0016,2123.58627301348,-2123.58627301348,0.1857,2.54
2375.154,2123.73831055629,-2123.73831055629,0.1881,2.48
2375.3064,2123.8903480991,-2123.8903480991,0.1908,2.48
2375.4588,2124.04238564192,-2124.04238564192,0.2037,2.45
2375.6112,2124.19442318473,-2124.19442318473,0.2158,2.5
2375.7636,2124.34646072754,-2124.34646072754,0.2342,2.48
2375.916,2124.49849827035,-2124.49849827035,0.2415,2.48
2376.0684,2124.65053581316,-2124.65053581316,0.2306,2.49
2376.2208,2124.80257335597,-2124.80257335597,0.2071,2.45
2376.3732,2124.95461089878,-2124.95461089878,0.1931,2.42
2376.5256,2125.10664844159,-2125.10664844159,0.1933,2.46
2376.678,2125.2586859844,-2125.2586859844,0.2109,2.49
2376.8304,2125.41072352722,-2125.41072352722,0.2212,2.52
2376.9828,2125.56276205341,-2125.56276205341,0.2276,2.48
2377.1352,2125.71480416535,-2125.71480416535,0.2182,2.49
2377.2876,2125.86684627729,-2125.86684627729,0.2117,2.51
2377.44,2126.01888838923,-2126.01888838923,0.2121,2.51
2377.5924,2126.17093050118,-2126.17093050118,0.2203,2.53
2377.7448,2126.32297261312,-2126.32297261312,0.2286,2.47
2377.8972,2126.47501472506,-2126.47501472506,0.2296,2.5
2378.0496,2126.627056837,-2126.627056837,0.2013,2.5
2378.202,2126.77909894894,-2126.77909894894,0.1872,2.49
2378.3544,2126.93114106089,-2126.93114106089,0.1924,2.5
2378.5068,2127.08318317283,-2127.08318317283,0.207,2.47
2378.6592,2127.23522528477,-2127.23522528477,0.2135,2.49
2378.8116,2127.38726739671,-2127.38726739671,0.2215,2.46
2378.964,2127.53930950865,-2127.53930950865,0.2118,2.44
2379.1164,2127.6913516206,-2127.6913516206,0.2053,2.43
2379.2688,2127.84339373254,-2127.84339373254,0.2034,2.46
2379.4212,2127.99543584448,-2127.99543584448,0.2147,2.49
2379.5736,2128.14747795642,-2128.14747795642,0.2186,2.5
2379.726,2128.29952006836,-2128.29952006836,0.2145,2.47
2379.8784,2128.45156218031,-2128.45156218031,0.2042,2.43
2380.0308,2128.6036048371,-2128.6036048371,0.2034,2.38
2380.1832,2128.75565148646,-2128.75565148646,0.2128,2.39
2380.3356,2128.90769813582,-2128.90769813582,0.2199,2.37
2380.488,2129.05974478518,-2129.05974478518,0.2199,2.38
2380.6404,2129.21179143454,-2129.21179143454,0.21,2.37
2380.7928,2129.3638380839,-2129.3638380839,0.2107,2.47
2380.9452,2129.51588473326,-2129.51588473326,0.2132,2.49
2381.0976,2129.66793138262,-2129.66793138262,0.2141,2.51
2381.25,2129.81997803198,-2129.81997803198,0.222,2.49
2381.4024,2129.97202468134,-2129.97202468134,0.2283,2.45
2381.5548,2130.1240713307,-2130.1240713307,0.2328,2.44
2381.7072,2130.27611798007,-2130.27611798007,0.2214,2.4
2381.8596,2130.42816462943,-2130.42816462943,0.2222,2.37
2382.012,2130.58021127879,-2130.58021127879,0.2264,2.49
2382.1644,2130.73225792815,-2130.73225792815,0.2245,2.49
2382.3168,2130.88430457751,-2130.88430457751,0.2222,2.52
2382.4692,2131.03635122687,-2131.03635122687,0.2108,2.48
2382.6216,2131.18839787623,-2131.18839787623,0.2069,2.44
2382.774,2131.34044452559,-2131.34044452559,0.2015,2.39
2382.9264,2131.49249117495,-2131.49249117495,0.2029,2.41
2383.0788,2131.64453793666,-2131.64453793666,0.2036,2.41
2383.2312,2131.79658909172,-2131.79658909172,0.2053,2.41
2383.3836,2131.94864024679,-2131.94864024679,0.1914,2.34
2383.536,2132.10069140186,-2132.10069140186,0.1685,2.33
2383.6884,2132.25274255692,-2132.25274255692,0.1344,2.4
2383.8408,2132.40479371199,-2132.40479371199,0.1019,2.48
2383.9932,2132.55684486706,-2132.55684486706,0.0748,2.51
2384.1456,2132.70889602212,-2132.70889602212,0.0574,2.57
2384.298,2132.86094717719,-2132.86094717719,0.0424,2.58
2384.4504,2133.01299833225,-2133.01299833225,0.0388,2.57
2384.6028,2133.16504948732,-2133.16504948732,0.0397,2.56
2384.7552,2133.31710064239,-2133.31710064239,0.0427,2.58
2384.9076,2133.46915179745,-2133.46915179745,0.0455,2.59
2385.06,2133.62120295252,-2133.62120295252,0.0428,2.57
2385.2124,2133.77325410758,-2133.77325410758,0.0394,2.57
2385.3648,2133.92530526265,-2133.92530526265,0.0391,2.55
2385.5172,2134.07735641772,-2134.07735641772,0.0415,2.56
2385.6696,2134.22940757278,-2134.22940757278,0.0485,2.53
2385.822,2134.38145872785,-2134.38145872785,0.0577,2.52
2385.9744,2134.53350988292,-2134.53350988292,0.069,2.49
2386.1268,2134.68556103798,-2134.68556103798,0.0817,2.47
2386.2792,2134.83761635292,-2134.83761635292,0.0922,2.46
2386.4316,2134.98967198198,-2134.98967198198,0.1052,2.46
2386.584,2135.14172761104,-2135.14172761104,0.1217,2.41
2386.7364,2135.29378324009,-2135.29378324009,0.1428,2.36
2386.8888,2135.44583886915,-2135.44583886915,0.1664,2.35
2387.0412,2135.59789449821,-2135.59789449821,0.1772,2.35
2387.1936,2135.74995012726,-2135.74995012726,0.1775,2.4
2387.346,2135.90200575632,-2135.90200575632,0.1784,2.34
2387.4984,2136.05406138538,-2136.05406138538,0.1759,2.32
2387.6508,2136.20611701444,-2136.20611701444,0.1771,2.33
2387.8032,2136.35817264349,-2136.35817264349,0.1791,2.32
2387.9556,2136.51022827255,-2136.51022827255,0.1848,2.32
