DEPT,SSTVD,Z,NEU,GGKP
2402.1288,2170.52963012847,-2170.52963012847,0.231,2.47
2402.2812,2170.68188348978,-2170.68188348978,0.228,2.46
2402.4336,2170.83413685109,-2170.83413685109,0.2294,2.46
2402.586,2170.9863902124,-2170.9863902124,0.2335,2.43
2402.7384,2171.13864357371,-2171.13864357371,0.2258,2.4
2402.8908,2171.29089693503,-2171.29089693503,0.2103,2.39
2403.0432,2171.44315029634,-2171.44315029634,0.2084,2.41
2403.1956,2171.59540365765,-2171.59540365765,0.2148,2.45
2403.348,2171.74765701896,-2171.74765701896,0.2253,2.46
2403.5004,2171.89991038027,-2171.89991038027,0.214,2.44
2403.6528,2172.05216374158,-2172.05216374158,0.2055,2.41
2403.8052,2172.20441710289,-2172.20441710289,0.1918,2.39
2403.9576,2172.3566704642,-2172.3566704642,0.1962,2.37
2404.11,2172.50892382551,-2172.50892382551,0.193,2.37
2404.2624,2172.66117718682,-2172.66117718682,0.2023,2.37
2404.4148,2172.81343054813,-2172.81343054813,0.2073,2.37
2404.5672,2172.96568390944,-2172.96568390944,0.2101,2.36
2404.7196,2173.11793727075,-2173.11793727075,0.2122,2.35
2404.872,2173.27019063206,-2173.27019063206,0.2046,2.34
2405.0244,2173.42244399337,-2173.42244399337,0.2039,2.34
2405.1768,2173.57469735468,-2173.57469735468,0.1978,2.36
2405.3292,2173.726950716,-2173.726950716,0.1909,2.37
2405.4816,2173.87920407731,-2173.87920407731,0.1921,2.37
2405.634,2174.03145743862,-2174.03145743862,0.1968,2.38
2405.7864,2174.18371079993,-2174.18371079993,0.1992,2.4
2405.9388,2174.33596416124,-2174.33596416124,0.1891,2.42
2406.0912,2174.48821752255,-2174.48821752255,0.1762,2.44
2406.2436,2174.64047088386,-2174.64047088386,0.1723,2.45
2406.396,2174.79272424517,-2174.79272424517,0.174,2.43
2406.5484,2174.94497760648,-2174.94497760648,0.1824,2.4
2406.7008,2175.09723096779,-2175.09723096779,0.1899,2.37
2406.8532,2175.24948310291,-2175.24948310291,0.1952,2.35
2407.0056,2175.40172894929,-2175.40172894929,0.2008,2.35
2407.158,2175.55397479566,-2175.55397479566,0.2049,2.35
2407.3104,2175.70622064203,-2175.70622064203,0.208,2.36
2407.4628,2175.85846648841,-2175.85846648841,0.2123,2.37
2407.6152,2176.01071233478,-2176.01071233478,0.1987,2.36
