DEPT,SSTVD,Z,NEU,GGKP
3369.09,2109.36392708597,-2109.36392708597,0.2331,2.57
3369.2424,2109.45133608678,-2109.45133608678,0.2316,2.58
3369.3948,2109.5387450876,-2109.5387450876,0.2386,2.57
3369.5472,2109.62615408841,-2109.62615408841,0.2447,2.56
3369.6996,2109.71356308923,-2109.71356308923,0.2151,2.54
3369.852,2109.80097209004,-2109.80097209004,0.2303,2.49
3370.0044,2109.88838109086,-2109.88838109086,0.2341,2.42
3370.1568,2109.97583679322,-2109.97583679322,0.2444,2.36
3370.3092,2110.06333022246,-2110.06333022246,0.2569,2.36
3370.4616,2110.15082365169,-2110.15082365169,0.2269,2.36
3370.614,2110.23831708093,-2110.23831708093,0.1894,2.33
3370.7664,2110.32581051017,-2110.32581051017,0.1853,2.32
3370.9188,2110.4133039394,-2110.4133039394,0.2039,2.32
3371.0712,2110.50079736864,-2110.50079736864,0.231,2.31
3371.2236,2110.58829079788,-2110.58829079788,0.2253,2.3
3371.376,2110.67578422711,-2110.67578422711,0.2025,2.31
3371.5284,2110.76327765635,-2110.76327765635,0.18,2.32
3371.6808,2110.85077108559,-2110.85077108559,0.1798,2.35
3371.8332,2110.93826451482,-2110.93826451482,0.1963,2.37
3371.9856,2111.02575794406,-2111.02575794406,0.2161,2.38
3372.138,2111.1132513733,-2111.1132513733,0.2352,2.38
3372.2904,2111.20074480253,-2111.20074480253,0.2132,2.36
3372.4428,2111.28823823177,-2111.28823823177,0.1822,2.35
3372.5952,2111.37573166101,-2111.37573166101,0.1924,2.33
3372.7476,2111.46322509024,-2111.46322509024,0.2319,2.33
3372.9,2111.55071851948,-2111.55071851948,0.232,2.35
3373.0524,2111.63821194872,-2111.63821194872,0.2158,2.34
3373.2048,2111.72574748507,-2111.72574748507,0.2146,2.33
3373.3572,2111.81332529465,-2111.81332529465,0.2099,2.33
3373.5096,2111.90090310424,-2111.90090310424,0.2088,2.35
3373.662,2111.98848091382,-2111.98848091382,0.1865,2.39
3373.8144,2112.0760587234,-2112.0760587234,0.1807,2.41
3373.9668,2112.16363653298,-2112.16363653298,0.1883,2.42
3374.1192,2112.25121434256,-2112.25121434256,0.1915,2.41
