DEPT,SSTVD,Z,NEU,GGKP
2303.6784,2200.36265327702,-2200.36265327702,0.2165,2.58
2303.8308,2200.5144435268,-2200.5144435268,0.2306,2.57
2303.9832,2200.66623377657,-2200.66623377657,0.242,2.55
2304.1356,2200.81802402635,-2200.81802402635,0.2362,2.46
2304.288,2200.96981427613,-2200.96981427613,0.2248,2.41
2304.4404,2201.1216045259,-2201.1216045259,0.2166,2.36
2304.5928,2201.27339477568,-2201.27339477568,0.2134,2.36
2304.7452,2201.42518502546,-2201.42518502546,0.2094,2.4
2304.8976,2201.57697527523,-2201.57697527523,0.1993,2.32
2305.05,2201.72876552501,-2201.72876552501,0.1907,2.36
2305.2024,2201.88055577479,-2201.88055577479,0.1846,2.34
2305.3548,2202.03234602456,-2202.03234602456,0.1845,2.5
2305.5072,2202.18413627434,-2202.18413627434,0.2009,2.51
2305.6596,2202.33592652411,-2202.33592652411,0.2183,2.52
2305.812,2202.48771677389,-2202.48771677389,0.2251,2.5
2305.9644,2202.63950702367,-2202.63950702367,0.2476,2.36
2306.1168,2202.79129727344,-2202.79129727344,0.2829,2.34
2306.2692,2202.94308752322,-2202.94308752322,0.2645,2.46
2306.4216,2203.094877773,-2203.094877773,0.1966,2.47
2306.574,2203.24666802277,-2203.24666802277,0.1549,2.34
2306.7264,2203.39845827255,-2203.39845827255,0.1468,2.31
2306.8788,2203.55024852233,-2203.55024852233,0.1537,2.31
2307.0312,2203.7020387721,-2203.7020387721,0.1685,2.39
2307.1836,2203.85382902188,-2203.85382902188,0.1842,2.39
2307.336,2204.00561927166,-2204.00561927166,0.1906,2.37
2307.4884,2204.15740952143,-2204.15740952143,0.1914,2.37
2307.6408,2204.30919977121,-2204.30919977121,0.1951,2.39
2307.7932,2204.46099002099,-2204.46099002099,0.1977,2.39
2307.9456,2204.61278027076,-2204.61278027076,0.2001,2.4
2308.098,2204.76457052054,-2204.76457052054,0.2038,2.39
2308.2504,2204.91636077031,-2204.91636077031,0.2051,2.36
2308.4028,2205.06816278467,-2205.06816278467,0.1995,2.39
2308.5552,2205.21996825449,-2205.21996825449,0.1901,2.36
2308.7076,2205.37177372432,-2205.37177372432,0.1861,2.36
2308.86,2205.52357919414,-2205.52357919414,0.1914,2.33
2309.0124,2205.67538466397,-2205.67538466397,0.1955,2.36
2309.1648,2205.82719013379,-2205.82719013379,0.1934,2.36
2309.3172,2205.97899560362,-2205.97899560362,0.1909,2.33
2309.4696,2206.13080107344,-2206.13080107344,0.1826,2.37
2309.622,2206.28260654327,-2206.28260654327,0.1686,2.41
2309.7744,2206.43441201309,-2206.43441201309,0.1523,2.46
2309.9268,2206.58621748291,-2206.58621748291,0.1359,2.58
2310.0792,2206.73802295274,-2206.73802295274,0.1306,2.65
2310.2316,2206.88982842256,-2206.88982842256,0.1362,2.53
2310.384,2207.04163389239,-2207.04163389239,0.1355,2.52
2310.5364,2207.19343936221,-2207.19343936221,0.1259,2.51
2310.6888,2207.34524483204,-2207.34524483204,0.1228,2.49
2310.8412,2207.49705030186,-2207.49705030186,0.1338,2.45
2310.9936,2207.64885577169,-2207.64885577169,0.1549,2.38
2311.146,2207.80066124151,-2207.80066124151,0.1779,2.44
2311.2984,2207.95246671134,-2207.95246671134,0.1883,2.41
2311.4508,2208.10427218116,-2208.10427218116,0.1876,2.46
2311.6032,2208.25607765098,-2208.25607765098,0.1945,2.56
2311.7556,2208.40788312081,-2208.40788312081,0.2153,2.55
2311.908,2208.55968859063,-2208.55968859063,0.2278,2.53
2312.0604,2208.71149406046,-2208.71149406046,0.2205,2.5
2312.2128,2208.86329953028,-2208.86329953028,0.2135,2.48
2312.3652,2209.01510500011,-2209.01510500011,0.2155,2.54
2312.5176,2209.16691046993,-2209.16691046993,0.2196,2.55
2312.67,2209.31871593976,-2209.31871593976,0.2229,2.6
2312.8224,2209.47052140958,-2209.47052140958,0.224,2.57
2312.9748,2209.6223268794,-2209.6223268794,0.2245,2.53
2313.1272,2209.77413234923,-2209.77413234923,0.2286,2.49
2313.2796,2209.92593781905,-2209.92593781905,0.233,2.48
2313.432,2210.07774328888,-2210.07774328888,0.2338,2.47
2313.5844,2210.2295487587,-2210.2295487587,0.2308,2.45
2313.7368,2210.38135422853,-2210.38135422853,0.2317,2.39
2313.8892,2210.53315969835,-2210.53315969835,0.2342,2.35
2314.0416,2210.68496516818,-2210.68496516818,0.2263,2.43
2314.194,2210.836770638,-2210.836770638,0.2158,2.46
2314.3464,2210.98857610782,-2210.98857610782,0.2201,2.51
2314.4988,2211.14039057774,-2211.14039057774,0.2334,2.5
2314.6512,2211.29221107071,-2211.29221107071,0.2352,2.43
2314.8036,2211.44403156369,-2211.44403156369,0.2218,2.42
2314.956,2211.59585205666,-2211.59585205666,0.2006,2.45
2315.1084,2211.74767254963,-2211.74767254963,0.1793,2.57
2315.2608,2211.89949304261,-2211.89949304261,0.1731,2.62
2315.4132,2212.05131353558,-2212.05131353558,0.184,2.6
2315.5656,2212.20313402856,-2212.20313402856,0.1957,2.66
2315.718,2212.35495452153,-2212.35495452153,0.204,2.52
2315.8704,2212.5067750145,-2212.5067750145,0.2184,2.44
2316.0228,2212.65859550748,-2212.65859550748,0.2328,2.47
2316.1752,2212.81041600045,-2212.81041600045,0.2306,2.5
2316.3276,2212.96223649343,-2212.96223649343,0.2211,2.52
2316.48,2213.1140569864,-2213.1140569864,0.2206,2.55
2316.6324,2213.26587747937,-2213.26587747937,0.2301,2.53
2316.7848,2213.41769797235,-2213.41769797235,0.2374,2.59
2316.9372,2213.56951846532,-2213.56951846532,0.2349,2.57
2317.0896,2213.7213389583,-2213.7213389583,0.2311,2.54
2317.242,2213.87315945127,-2213.87315945127,0.2251,2.51
2317.3944,2214.02497994424,-2214.02497994424,0.2165,2.53
2317.5468,2214.17680043722,-2214.17680043722,0.2162,2.49
2317.6992,2214.32862093019,-2214.32862093019,0.2189,2.46
2317.8516,2214.48044142317,-2214.48044142317,0.2085,2.52
2318.004,2214.63226191614,-2214.63226191614,0.1922,2.51
2318.1564,2214.78408240911,-2214.78408240911,0.1934,2.46
2318.3088,2214.93590290209,-2214.93590290209,0.2075,2.4
2318.4612,2215.08772339506,-2215.08772339506,0.2143,2.43
2318.6136,2215.23954388804,-2215.23954388804,0.2186,2.53
2318.766,2215.39136438101,-2215.39136438101,0.2242,2.46
2318.9184,2215.54318487398,-2215.54318487398,0.2269,2.41
2319.0708,2215.69500536696,-2215.69500536696,0.2169,2.39
2319.2232,2215.84682585993,-2215.84682585993,0.2012,2.39
2319.3756,2215.99864635291,-2215.99864635291,0.1956,2.4
2319.528,2216.15046684588,-2216.15046684588,0.1985,2.38
2319.6804,2216.30228733885,-2216.30228733885,0.2008,2.36
2319.8328,2216.45410783183,-2216.45410783183,0.1946,2.43
2319.9852,2216.6059283248,-2216.6059283248,0.1848,2.42
2320.1376,2216.75774881778,-2216.75774881778,0.169,2.49
2320.29,2216.90956931075,-2216.90956931075,0.1531,2.56
2320.4424,2217.06138980372,-2217.06138980372,0.1555,2.52
2320.5948,2217.21321827988,-2217.21321827988,0.1754,2.44
2320.7472,2217.36505754811,-2217.36505754811,0.2007,2.41
2320.8996,2217.51689681634,-2217.51689681634,0.2148,2.42
2321.052,2217.66873608457,-2217.66873608457,0.2154,2.43
2321.2044,2217.8205753528,-2217.8205753528,0.2185,2.46
2321.3568,2217.97241462103,-2217.97241462103,0.2264,2.41
2321.5092,2218.12425388926,-2218.12425388926,0.2353,2.47
2321.6616,2218.27609315749,-2218.27609315749,0.2368,2.53
2321.814,2218.42793242572,-2218.42793242572,0.2306,2.55
2321.9664,2218.57977169395,-2218.57977169395,0.2284,2.54
2322.1188,2218.73161096218,-2218.73161096218,0.2336,2.52
2322.2712,2218.88345023041,-2218.88345023041,0.2333,2.46
2322.4236,2219.03528949864,-2219.03528949864,0.2204,2.47
2322.576,2219.18712876687,-2219.18712876687,0.2095,2.51
2322.7284,2219.3389680351,-2219.3389680351,0.2075,2.55
2322.8808,2219.49080730333,-2219.49080730333,0.2094,2.54
2323.0332,2219.64264657157,-2219.64264657157,0.2107,2.54
2323.1856,2219.7944858398,-2219.7944858398,0.2094,2.49
